"Time stamp","Field thermal power leaving in steam | (MWt)","Field timestep-averaged outlet quality","Field timestep-averaged outlet temperature | (C)","Field total mass flow rate | (kg/s)"
"Jan 2, 01:00 pm",0.319381,0.543408,269.965,0.308302
"Jan 2, 02:00 pm",0.486241,0.622923,269.965,0.40734
"Jan 2, 03:00 pm",0.707205,0.623394,269.965,0.592127
"Jan 2, 04:00 pm",0.142118,0.178653,269.965,0.29554
"Jan 2, 05:00 pm",0.0102127,-1,237.4,0.29554
"Jan 2, 06:00 pm",-0.00922167,-1,209.601,0.29554
"Jan 2, 07:00 pm",-0.00475387,-1,183.624,0.29554
"Jan 2, 08:00 pm",-0.00413084,-1,163.735,0.29554
"Jan 2, 09:00 pm",-0.00353532,-1,146.067,0.29554
"Jan 2, 10:00 pm",-0.00301667,-1,130.961,0.29554
"Jan 2, 11:00 pm",-0.00264034,-1,117.803,0.29554
"Jan 3, 12:00 am",-0.00230062,-1,106.286,0.29554
"Jan 3, 01:00 am",-0.00204455,-1,96.1316,0.29554
"Jan 3, 02:00 am",-0.00180506,-1,87.137,0.29554
"Jan 3, 03:00 am",-0.00160197,-1,79.1834,0.29554
"Jan 3, 04:00 am",-0.00142863,-1,72.117,0.29554
"Jan 3, 05:00 am",-0.00127932,-1,65.8151,0.29554
"Jan 3, 06:00 am",-0.00114995,-1,60.1756,0.29554
"Jan 3, 07:00 am",-0.00103718,-1,55.1134,0.29554
"Jan 3, 08:00 am",0.0200782,-1,107.542,0.29554
"Jan 3, 09:00 am",0.463161,0.322455,269.965,0.560283
"Jan 3, 10:00 am",0.363378,0.622792,269.965,0.304452
"Jan 3, 11:00 am",0.493275,0.62313,269.965,0.413119
"Jan 3, 12:00 pm",0.855058,0.623798,269.965,0.715576
"Jan 3, 01:00 pm",0.269759,0.447806,269.965,0.29554
"Jan 3, 02:00 pm",0.351826,0.620858,269.965,0.29554
"Jan 3, 03:00 pm",0.249691,0.405489,269.965,0.29554
"Jan 3, 04:00 pm",0.0189227,-1,243.6,0.29554
"Jan 3, 05:00 pm",-0.00889973,-1,217.961,0.29554
"Jan 3, 06:00 pm",-0.00503712,-1,190.894,0.29554
"Jan 3, 07:00 pm",-0.00425374,-1,170.375,0.29554
"Jan 3, 08:00 pm",-0.00365513,-1,152.208,0.29554
"Jan 3, 09:00 pm",-0.00310809,-1,136.66,0.29554
"Jan 3, 10:00 pm",-0.00268729,-1,123.223,0.29554
"Jan 3, 11:00 pm",-0.00233902,-1,111.53,0.29554
"Jan 4, 12:00 am",-0.00205163,-1,101.295,0.29554
"Jan 4, 01:00 am",-0.0018107,-1,92.2842,0.29554
"Jan 4, 02:00 am",-0.00160673,-1,84.3143,0.29554
"Jan 4, 03:00 am",-0.00143256,-1,77.2342,0.29554
"Jan 4, 04:00 am",-0.00128267,-1,70.9202,0.29554
"Jan 4, 05:00 am",-0.00113177,-1,65.3295,0.29554
"Jan 4, 06:00 am",-0.00102119,-1,60.3547,0.29554
"Jan 4, 07:00 am",-0.000904366,-1,55.9291,0.29554
"Jan 4, 08:00 am",0.0027682,-1,61.7455,0.29554
"Jan 4, 09:00 am",0.0380852,-1,169.437,0.29554
"Jan 4, 10:00 am",-0.0048362,-1,238.852,0.29554
"Jan 4, 11:00 am",0.212941,0.343819,269.965,0.29554
"Jan 4, 12:00 pm",0.854826,0.623654,269.965,0.71552
"Jan 4, 01:00 pm",0.891715,0.623519,269.965,0.746544
"Jan 4, 02:00 pm",0.019727,-1,244.169,0.29554
"Jan 4, 03:00 pm",0.583243,0.528691,269.965,0.554539
"Jan 4, 04:00 pm",0.0680845,0.0225412,269.965,0.29554
"Jan 4, 05:00 pm",0.00674715,-1,234.912,0.29554
"Jan 4, 06:00 pm",-0.00939733,-1,205.6,0.29554
"Jan 4, 07:00 pm",-0.00434561,-1,181.467,0.29554
"Jan 4, 08:00 pm",-0.00395421,-1,162.585,0.29554
"Jan 4, 09:00 pm",-0.00335415,-1,145.784,0.29554
"Jan 4, 10:00 pm",-0.0029066,-1,131.34,0.29554
"Jan 4, 11:00 pm",-0.00254916,-1,118.652,0.29554
"Jan 5, 12:00 am",-0.00222485,-1,107.534,0.29554
"Jan 5, 01:00 am",-0.00193198,-1,97.8511,0.29554
"Jan 5, 02:00 am",-0.00173307,-1,89.2948,0.29554
"Jan 5, 03:00 am",-0.00154076,-1,81.6595,0.29554
"Jan 5, 04:00 am",-0.00137577,-1,74.8698,0.29554
"Jan 5, 05:00 am",-0.00125514,-1,68.7461,0.29554
"Jan 5, 06:00 am",-0.00112891,-1,63.2157,0.29554
"Jan 5, 07:00 am",-0.000977939,-1,58.3656,0.29554
"Jan 5, 08:00 am",0.0051946,-1,70.627,0.29554
"Jan 5, 09:00 am",0.00324687,-1,91.7707,0.29554
"Jan 5, 10:00 am",0.0638258,-1,220.038,0.29554
"Jan 5, 11:00 am",0.286454,0.483011,269.965,0.29554
"Jan 5, 12:00 pm",0.241731,0.388704,269.965,0.29554
"Jan 5, 01:00 pm",0.206499,0.314411,269.965,0.29554
"Jan 5, 02:00 pm",0.216415,0.335321,269.965,0.29554
"Jan 5, 03:00 pm",0.0989865,0.0877034,269.965,0.29554
"Jan 5, 04:00 pm",0.0578734,0.00100937,269.965,0.29554
"Jan 5, 05:00 pm",0.00256617,-1,231.896,0.29554
"Jan 5, 06:00 pm",-0.00924747,-1,202.223,0.29554
"Jan 5, 07:00 pm",-0.0042897,-1,179.237,0.29554
"Jan 5, 08:00 pm",-0.00398826,-1,160.149,0.29554
"Jan 5, 09:00 pm",-0.00333018,-1,143.361,0.29554
"Jan 5, 10:00 pm",-0.00286631,-1,129.054,0.29554
"Jan 5, 11:00 pm",-0.00248824,-1,116.607,0.29554
"Jan 6, 12:00 am",-0.0021746,-1,105.747,0.29554
"Jan 6, 01:00 am",-0.00191435,-1,96.2097,0.29554
"Jan 6, 02:00 am",-0.00167127,-1,87.8565,0.29554
"Jan 6, 03:00 am",-0.00148775,-1,80.4979,0.29554
"Jan 6, 04:00 am",-0.0013085,-1,74.0027,0.29554
"Jan 6, 05:00 am",-0.00117513,-1,68.2422,0.29554
"Jan 6, 06:00 am",-0.00107991,-1,63.0138,0.29554
"Jan 6, 07:00 am",-0.00095559,-1,58.3245,0.29554
"Jan 6, 08:00 am",0.00397504,-1,67.3135,0.29554
"Jan 6, 09:00 am",0.00644746,-1,94.3382,0.29554
"Jan 6, 10:00 am",0.0311923,-1,190.142,0.29554
"Jan 6, 11:00 am",-0.00618495,-1,239.869,0.29554
"Jan 6, 12:00 pm",-0.00509576,-1,210.291,0.29554
"Jan 6, 01:00 pm",0.238823,0.325785,269.965,0.325333
"Jan 6, 02:00 pm",0.0150882,-1,240.88,0.29554
"Jan 6, 03:00 pm",0.00570045,-1,250.384,0.29554
"Jan 6, 04:00 pm",-0.00725615,-1,248.655,0.29554
"Jan 6, 05:00 pm",-0.00631688,-1,218.054,0.29554
"Jan 6, 06:00 pm",-0.00517387,-1,193.09,0.29554
"Jan 6, 07:00 pm",-0.00430816,-1,171.787,0.29554
"Jan 6, 08:00 pm",-0.00365801,-1,153.648,0.29554
"Jan 6, 09:00 pm",-0.00315472,-1,137.952,0.29554
"Jan 6, 10:00 pm",-0.00272062,-1,124.339,0.29554
"Jan 6, 11:00 pm",-0.00239337,-1,112.432,0.29554
"Jan 7, 12:00 am",-0.00209694,-1,101.961,0.29554
"Jan 7, 01:00 am",-0.00184878,-1,92.7543,0.29554
"Jan 7, 02:00 am",-0.0016392,-1,84.6169,0.29554
"Jan 7, 03:00 am",-0.00146038,-1,77.3932,0.29554
"Jan 7, 04:00 am",-0.0013067,-1,70.9553,0.29554
"Jan 7, 05:00 am",-0.0011737,-1,65.1977,0.29554
"Jan 7, 06:00 am",-0.00105789,-1,60.0322,0.29554
"Jan 7, 07:00 am",-0.000956516,-1,55.3849,0.29554
"Jan 7, 08:00 am",0.00278252,-1,61.1284,0.29554
"Jan 7, 09:00 am",0.120141,-0.73404,198.924,0.309701
"Jan 7, 10:00 am",0.34782,0.612411,269.965,0.29554
"Jan 7, 11:00 am",0.0122043,-1,238.824,0.29554
"Jan 7, 12:00 pm",0.0291492,-0.809345,255.5,0.29554
"Jan 7, 01:00 pm",0.0614504,0.00855202,269.965,0.29554
"Jan 7, 02:00 pm",0.154527,0.204819,269.965,0.29554
"Jan 7, 03:00 pm",0.311694,0.536234,269.965,0.29554
"Jan 7, 04:00 pm",0.0154436,-1,241.133,0.29554
"Jan 7, 05:00 pm",-0.00895953,-1,214.875,0.29554
"Jan 7, 06:00 pm",-0.00501212,-1,188.068,0.29554
"Jan 7, 07:00 pm",-0.00422338,-1,167.576,0.29554
"Jan 7, 08:00 pm",-0.00359525,-1,149.611,0.29554
"Jan 7, 09:00 pm",-0.00306228,-1,134.288,0.29554
"Jan 7, 10:00 pm",-0.00264998,-1,121.031,0.29554
"Jan 7, 11:00 pm",-0.00230839,-1,109.489,0.29554
"Jan 8, 12:00 am",-0.00202616,-1,99.38,0.29554
"Jan 8, 01:00 am",-0.00178927,-1,90.4767,0.29554
"Jan 8, 02:00 am",-0.00161156,-1,82.5334,0.29554
"Jan 8, 03:00 am",-0.0014368,-1,75.4269,0.29554
"Jan 8, 04:00 am",-0.00128628,-1,69.0926,0.29554
"Jan 8, 05:00 am",-0.00115602,-1,63.4245,0.29554
"Jan 8, 06:00 am",-0.00104244,-1,58.3374,0.29554
"Jan 8, 07:00 am",-0.000942962,-1,53.7588,0.29554
"Jan 8, 08:00 am",0.0203606,-1,107.145,0.29554
"Jan 8, 09:00 am",0.497069,0.339139,269.965,0.584981
"Jan 8, 10:00 am",0.981119,0.623594,269.965,0.82134
"Jan 8, 11:00 am",0.963552,0.623948,269.965,0.806244
"Jan 8, 12:00 pm",0.930531,0.624186,269.965,0.778355
"Jan 8, 01:00 pm",0.965994,0.623892,269.965,0.80835
"Jan 8, 02:00 pm",0.6592,0.624815,269.965,0.550871
"Jan 8, 03:00 pm",0.475193,0.623266,269.965,0.397899
"Jan 8, 04:00 pm",0.0840305,0.0561662,269.965,0.29554
"Jan 8, 05:00 pm",0.00825249,-1,235.994,0.29554
"Jan 8, 06:00 pm",-0.00944381,-1,207.036,0.29554
"Jan 8, 07:00 pm",-0.00452553,-1,181.813,0.29554
"Jan 8, 08:00 pm",-0.00403724,-1,162.485,0.29554
"Jan 8, 09:00 pm",-0.00343828,-1,145.265,0.29554
"Jan 8, 10:00 pm",-0.00297024,-1,130.476,0.29554
"Jan 8, 11:00 pm",-0.00260234,-1,117.508,0.29554
"Jan 9, 12:00 am",-0.00226894,-1,106.156,0.29554
"Jan 9, 01:00 am",-0.00199342,-1,96.2084,0.29554
"Jan 9, 02:00 am",-0.00176171,-1,87.4414,0.29554
"Jan 9, 03:00 am",-0.0015651,-1,79.6794,0.29554
"Jan 9, 04:00 am",-0.00139689,-1,72.7779,0.29554
"Jan 9, 05:00 am",-0.00125187,-1,66.6184,0.29554
"Jan 9, 06:00 am",-0.00112606,-1,61.1029,0.29554
"Jan 9, 07:00 am",-0.000995859,-1,56.2064,0.29554
"Jan 9, 08:00 am",0.00963207,-1,80.4862,0.29554
"Jan 9, 09:00 am",0.170696,-0.729788,250.916,0.319844
"Jan 9, 10:00 am",0.65423,0.624587,269.965,0.546884
"Jan 9, 11:00 am",0.369794,0.623329,269.965,0.309605
"Jan 9, 12:00 pm",0.933174,0.623675,269.965,0.781103
"Jan 9, 01:00 pm",0.973004,0.623829,269.965,0.814287
"Jan 9, 02:00 pm",0.981556,0.623764,269.965,0.821519
"Jan 9, 03:00 pm",0.778621,0.62408,269.965,0.651341
"Jan 9, 04:00 pm",0.20399,0.309122,269.965,0.29554
"Jan 9, 05:00 pm",0.0106843,-1,237.737,0.29554
"Jan 9, 06:00 pm",-0.00912315,-1,210.365,0.29554
"Jan 9, 07:00 pm",-0.00486376,-1,184.121,0.29554
"Jan 9, 08:00 pm",-0.00416693,-1,163.943,0.29554
"Jan 9, 09:00 pm",-0.00354041,-1,146.201,0.29554
"Jan 9, 10:00 pm",-0.00304891,-1,130.996,0.29554
"Jan 9, 11:00 pm",-0.00263956,-1,117.773,0.29554
"Jan 10, 12:00 am",-0.00232567,-1,106.191,0.29554
"Jan 10, 01:00 am",-0.00204099,-1,95.9925,0.29554
"Jan 10, 02:00 am",-0.0018257,-1,86.95,0.29554
"Jan 10, 03:00 am",-0.0016198,-1,78.9012,0.29554
"Jan 10, 04:00 am",-0.00146618,-1,71.6931,0.29554
"Jan 10, 05:00 am",-0.0013119,-1,65.2205,0.29554
"Jan 10, 06:00 am",-0.00117818,-1,59.4351,0.29554
"Jan 10, 07:00 am",-0.00102078,-1,54.3611,0.29554
"Jan 10, 08:00 am",0.0218162,-1,111.494,0.29554
"Jan 10, 09:00 am",0.541715,0.385339,269.965,0.605691
"Jan 10, 10:00 am",1.00801,0.623375,269.965,0.844107
"Jan 10, 11:00 am",0.958081,0.624011,269.965,0.801598
"Jan 10, 12:00 pm",0.575226,0.624255,269.965,0.481042
"Jan 10, 01:00 pm",0.437492,0.622524,269.965,0.366691
"Jan 10, 02:00 pm",0.384475,0.622481,269.965,0.322266
"Jan 10, 03:00 pm",0.758559,0.623674,269.965,0.634899
"Jan 10, 04:00 pm",0.202386,0.305739,269.965,0.29554
"Jan 10, 05:00 pm",0.011638,-1,238.42,0.29554
"Jan 10, 06:00 pm",-0.00888678,-1,211.872,0.29554
"Jan 10, 07:00 pm",-0.00497899,-1,185.64,0.29554
"Jan 10, 08:00 pm",-0.00417627,-1,165.214,0.29554
"Jan 10, 09:00 pm",-0.0035802,-1,147.38,0.29554
"Jan 10, 10:00 pm",-0.00305394,-1,132.082,0.29554
"Jan 10, 11:00 pm",-0.00264246,-1,118.852,0.29554
"Jan 11, 12:00 am",-0.00232844,-1,107.26,0.29554
"Jan 11, 01:00 am",-0.00204309,-1,97.0534,0.29554
"Jan 11, 02:00 am",-0.00182748,-1,88.0039,0.29554
"Jan 11, 03:00 am",-0.00162128,-1,79.9492,0.29554
"Jan 11, 04:00 am",-0.00144502,-1,72.799,0.29554
"Jan 11, 05:00 am",-0.00129356,-1,66.4242,0.29554
"Jan 11, 06:00 am",-0.0011623,-1,60.7216,0.29554
"Jan 11, 07:00 am",-0.00100697,-1,55.7197,0.29554
"Jan 11, 08:00 am",0.0205518,-1,109.471,0.29554
"Jan 11, 09:00 am",0.493064,0.344597,269.965,0.57811
"Jan 11, 10:00 am",0.9741,0.623729,269.965,0.815314
"Jan 11, 11:00 am",0.969642,0.623896,269.965,0.811399
"Jan 11, 12:00 pm",0.947804,0.62407,269.965,0.792932
"Jan 11, 01:00 pm",0.982202,0.623754,269.965,0.822071
"Jan 11, 02:00 pm",0.984269,0.62375,269.965,0.823805
"Jan 11, 03:00 pm",0.7856,0.624353,269.965,0.65694
"Jan 11, 04:00 pm",0.221795,0.346666,269.965,0.29554
"Jan 11, 05:00 pm",0.0118271,-1,238.555,0.29554
"Jan 11, 06:00 pm",-0.00885536,-1,212.114,0.29554
"Jan 11, 07:00 pm",-0.00495603,-1,185.992,0.29554
"Jan 11, 08:00 pm",-0.00415786,-1,165.669,0.29554
"Jan 11, 09:00 pm",-0.00356587,-1,147.915,0.29554
"Jan 11, 10:00 pm",-0.00304225,-1,132.682,0.29554
"Jan 11, 11:00 pm",-0.00263288,-1,119.506,0.29554
"Jan 12, 12:00 am",-0.00232043,-1,107.958,0.29554
"Jan 12, 01:00 am",-0.00203636,-1,97.7885,0.29554
"Jan 12, 02:00 am",-0.00179785,-1,88.8373,0.29554
"Jan 12, 03:00 am",-0.00161901,-1,80.8528,0.29554
"Jan 12, 04:00 am",-0.00146562,-1,73.6479,0.29554
"Jan 12, 05:00 am",-0.0013331,-1,67.1192,0.29554
"Jan 12, 06:00 am",-0.00119668,-1,61.2381,0.29554
"Jan 12, 07:00 am",-0.00103667,-1,56.0831,0.29554
"Jan 12, 08:00 am",0.0222572,-1,114.337,0.29554
"Jan 12, 09:00 am",0.559172,0.0786553,260.103,0.615409
"Jan 12, 10:00 am",1.02609,0.623203,269.965,0.859456
"Jan 12, 11:00 am",1.00823,0.623506,269.965,0.844141
"Jan 12, 12:00 pm",0.979829,0.623806,269.965,0.820026
"Jan 12, 01:00 pm",1.00643,0.623498,269.965,0.842644
"Jan 12, 02:00 pm",1.01737,0.62338,269.965,0.851943
"Jan 12, 03:00 pm",0.812037,0.624191,269.965,0.679203
"Jan 12, 04:00 pm",0.235807,0.376213,269.965,0.29554
"Jan 12, 05:00 pm",0.0120159,-1,238.69,0.29554
"Jan 12, 06:00 pm",-0.00882439,-1,212.353,0.29554
"Jan 12, 07:00 pm",-0.00493289,-1,186.341,0.29554
"Jan 12, 08:00 pm",-0.00413947,-1,166.122,0.29554
"Jan 12, 09:00 pm",-0.0035515,-1,148.449,0.29554
"Jan 12, 10:00 pm",-0.00305894,-1,133.203,0.29554
"Jan 12, 11:00 pm",-0.00264656,-1,119.954,0.29554
"Jan 13, 12:00 am",-0.00233164,-1,108.35,0.29554
"Jan 13, 01:00 am",-0.00204577,-1,98.1329,0.29554
"Jan 13, 02:00 am",-0.00182968,-1,89.0743,0.29554
"Jan 13, 03:00 am",-0.0016463,-1,80.9467,0.29554
"Jan 13, 04:00 am",-0.00148904,-1,73.621,0.29554
"Jan 13, 05:00 am",-0.00133151,-1,67.0491,0.29554
"Jan 13, 06:00 am",-0.00121656,-1,61.1171,0.29554
"Jan 13, 07:00 am",-0.00105398,-1,55.8705,0.29554
"Jan 13, 08:00 am",0.0216064,-1,112.356,0.29554
"Jan 13, 09:00 am",0.535987,0.383304,269.965,0.601103
"Jan 13, 10:00 am",1.01527,0.623281,269.965,0.850301
"Jan 13, 11:00 am",1.00034,0.623589,269.965,0.837444
"Jan 13, 12:00 pm",0.974717,0.623851,269.965,0.815697
"Jan 13, 01:00 pm",1.00217,0.623533,269.965,0.839042
"Jan 13, 02:00 pm",1.00651,0.623503,269.965,0.842709
"Jan 13, 03:00 pm",0.801063,0.624442,269.965,0.669795
"Jan 13, 04:00 pm",0.237453,0.379685,269.965,0.29554
"Jan 13, 05:00 pm",0.011638,-1,238.42,0.29554
"Jan 13, 06:00 pm",-0.00888678,-1,211.872,0.29554
"Jan 13, 07:00 pm",-0.00501356,-1,185.548,0.29554
"Jan 13, 08:00 pm",-0.0042028,-1,164.976,0.29554
"Jan 13, 09:00 pm",-0.00360112,-1,147.031,0.29554
"Jan 13, 10:00 pm",-0.00307084,-1,131.642,0.29554
"Jan 13, 11:00 pm",-0.00265627,-1,118.337,0.29554
"Jan 14, 12:00 am",-0.00233994,-1,106.683,0.29554
"Jan 14, 01:00 am",-0.00205274,-1,96.4245,0.29554
"Jan 14, 02:00 am",-0.00183568,-1,87.3312,0.29554
"Jan 14, 03:00 am",-0.00162828,-1,79.239,0.29554
"Jan 14, 04:00 am",-0.00145104,-1,72.0567,0.29554
"Jan 14, 05:00 am",-0.00132055,-1,65.5931,0.29554
"Jan 14, 06:00 am",-0.00118581,-1,59.7666,0.29554
"Jan 14, 07:00 am",-0.00102725,-1,54.6594,0.29554
"Jan 14, 08:00 am",0.0207593,-1,108.941,0.29554
"Jan 14, 09:00 am",0.500888,0.348345,269.965,0.583958
"Jan 14, 10:00 am",0.992994,0.623525,269.965,0.831362
"Jan 14, 11:00 am",0.970915,0.623893,269.965,0.812467
"Jan 14, 12:00 pm",0.958583,0.623974,269.965,0.802057
"Jan 14, 01:00 pm",0.986661,0.623697,269.965,0.825868
"Jan 14, 02:00 pm",1.01352,0.6234,269.965,0.848698
"Jan 14, 03:00 pm",0.816316,0.624017,269.965,0.682942
"Jan 14, 04:00 pm",0.261494,0.430378,269.965,0.29554
"Jan 14, 05:00 pm",0.0118271,-1,238.555,0.29554
"Jan 14, 06:00 pm",-0.00889326,-1,212.013,0.29554
"Jan 14, 07:00 pm",-0.00501854,-1,185.646,0.29554
"Jan 14, 08:00 pm",-0.00420572,-1,165.063,0.29554
"Jan 14, 09:00 pm",-0.00360383,-1,147.104,0.29554
"Jan 14, 10:00 pm",-0.00310139,-1,131.626,0.29554
"Jan 14, 11:00 pm",-0.00270847,-1,118.112,0.29554
"Jan 15, 12:00 am",-0.00238322,-1,106.228,0.29554
"Jan 15, 01:00 am",-0.00208888,-1,95.7806,0.29554
"Jan 15, 02:00 am",-0.0018423,-1,86.5941,0.29554
"Jan 15, 03:00 am",-0.00163385,-1,78.474,0.29554
"Jan 15, 04:00 am",-0.00145592,-1,71.2653,0.29554
"Jan 15, 05:00 am",-0.00130294,-1,64.8406,0.29554
"Jan 15, 06:00 am",-0.00117049,-1,59.0944,0.29554
"Jan 15, 07:00 am",-0.00103456,-1,53.9971,0.29554
"Jan 15, 08:00 am",0.00617773,-1,68.8201,0.29554
"Jan 15, 09:00 am",0.408766,0.264455,269.965,0.425491
"Jan 15, 10:00 am",1.04876,0.866039,269.965,0.662235
"Jan 15, 11:00 am",1.01935,0.623232,269.965,0.853771
"Jan 15, 12:00 pm",0.998619,0.623602,269.965,0.835987
"Jan 15, 01:00 pm",1.02395,0.623322,269.965,0.857523
"Jan 15, 02:00 pm",1.03065,0.623481,269.965,0.862949
"Jan 15, 03:00 pm",0.822177,0.623793,269.965,0.688054
"Jan 15, 04:00 pm",0.138849,0.171759,269.965,0.29554
"Jan 15, 05:00 pm",0.00993038,-1,237.198,0.29554
"Jan 15, 06:00 pm",-0.00926719,-1,209.231,0.29554
"Jan 15, 07:00 pm",-0.0047323,-1,183.258,0.29554
"Jan 15, 08:00 pm",-0.00412058,-1,163.43,0.29554
"Jan 15, 09:00 pm",-0.00349616,-1,145.888,0.29554
"Jan 15, 10:00 pm",-0.0030135,-1,130.87,0.29554
"Jan 15, 11:00 pm",-0.00261105,-1,117.795,0.29554
"Jan 16, 12:00 am",-0.0022761,-1,106.409,0.29554
"Jan 16, 01:00 am",-0.00202414,-1,96.3612,0.29554
"Jan 16, 02:00 am",-0.00178771,-1,87.4571,0.29554
"Jan 16, 03:00 am",-0.00156427,-1,79.6451,0.29554
"Jan 16, 04:00 am",-0.00139617,-1,72.7493,0.29554
"Jan 16, 05:00 am",-0.00125131,-1,66.5925,0.29554
"Jan 16, 06:00 am",-0.00112552,-1,61.0797,0.29554
"Jan 16, 07:00 am",-0.000995409,-1,56.1856,0.29554
"Jan 16, 08:00 am",0.021193,-1,111.672,0.29554
"Jan 16, 09:00 am",0.516673,0.367471,269.965,0.589707
"Jan 16, 10:00 am",1.00595,0.623375,269.965,0.842381
"Jan 16, 11:00 am",0.730667,0.623493,269.965,0.611696
"Jan 16, 12:00 pm",0.549518,0.623778,269.965,0.459833
"Jan 16, 01:00 pm",0.626863,0.622922,269.965,0.525174
"Jan 16, 02:00 pm",0.714153,0.623656,269.965,0.597735
"Jan 16, 03:00 pm",0.0382278,-1,257.055,0.29554
"Jan 16, 04:00 pm",0.011114,-1,261.469,0.29554
"Jan 16, 05:00 pm",0.00168152,-1,231.256,0.29554
"Jan 16, 06:00 pm",-0.00857264,-1,204.877,0.29554
"Jan 16, 07:00 pm",-0.00472274,-1,180.295,0.29554
"Jan 16, 08:00 pm",-0.00412225,-1,160.23,0.29554
"Jan 16, 09:00 pm",-0.00347913,-1,142.751,0.29554
"Jan 16, 10:00 pm",-0.00297974,-1,127.825,0.29554
"Jan 16, 11:00 pm",-0.0025816,-1,114.888,0.29554
"Jan 17, 12:00 am",-0.00225248,-1,103.616,0.29554
"Jan 17, 01:00 am",-0.00197969,-1,93.7323,0.29554
"Jan 17, 02:00 am",-0.00177384,-1,84.9541,0.29554
"Jan 17, 03:00 am",-0.00159857,-1,77.0671,0.29554
"Jan 17, 04:00 am",-0.00142566,-1,70.0116,0.29554
"Jan 17, 05:00 am",-0.00127678,-1,63.721,0.29554
"Jan 17, 06:00 am",-0.0011478,-1,58.0912,0.29554
"Jan 17, 07:00 am",-0.0010353,-1,53.0374,0.29554
"Jan 17, 08:00 am",0.0193202,-1,103.46,0.29554
"Jan 17, 09:00 am",0.44794,-0.188843,266.667,0.556669
"Jan 17, 10:00 am",0.966816,0.623683,269.965,0.809265
"Jan 17, 11:00 am",0.950343,0.624034,269.965,0.795096
"Jan 17, 12:00 pm",0.946261,0.624048,269.965,0.791665
"Jan 17, 01:00 pm",0.967428,0.623877,269.965,0.809567
"Jan 17, 02:00 pm",1.01092,0.623403,269.965,0.846513
"Jan 17, 03:00 pm",0.816625,0.623984,269.965,0.683231
"Jan 17, 04:00 pm",0.286702,0.483533,269.965,0.29554
"Jan 17, 05:00 pm",0.0112588,-1,238.148,0.29554
"Jan 17, 06:00 pm",-0.00898672,-1,211.293,0.29554
"Jan 17, 07:00 pm",-0.00508827,-1,184.591,0.29554
"Jan 17, 08:00 pm",-0.00426109,-1,163.695,0.29554
"Jan 17, 09:00 pm",-0.00364698,-1,145.495,0.29554
"Jan 17, 10:00 pm",-0.00310799,-1,129.9,0.29554
"Jan 17, 11:00 pm",-0.00268672,-1,116.426,0.29554
"Jan 18, 12:00 am",-0.00233941,-1,104.705,0.29554
"Jan 18, 01:00 am",-0.00205232,-1,94.4459,0.29554
