"Time stamp","Field thermal power leaving in steam | (MWt)","Field timestep-averaged outlet quality","Field timestep-averaged outlet temperature | (C)","Field total mass flow rate | (kg/s)"
"Feb 18, 08:00 am",0.0294807,-1,141.564,0.29554
"Feb 18, 09:00 am",0.392181,0.420829,269.965,0.433491
"Feb 18, 10:00 am",1.09296,0.624066,269.965,0.914426
"Feb 18, 11:00 am",0.902896,0.623488,269.965,0.755939
"Feb 18, 12:00 pm",0.841288,0.624327,269.965,0.703548
"Feb 18, 01:00 pm",0.758856,0.624242,269.965,0.634663
"Feb 18, 02:00 pm",0.723699,0.624055,269.965,0.605403
"Feb 18, 03:00 pm",0.189598,0.278774,269.965,0.29554
"Feb 18, 04:00 pm",0.279593,0.468544,269.965,0.29554
"Feb 18, 05:00 pm",0.0251664,-1,247.997,0.29554
"Feb 18, 06:00 pm",-0.00916632,-1,222.426,0.29554
"Feb 18, 07:00 pm",-0.00509855,-1,194.162,0.29554
"Feb 18, 08:00 pm",-0.00426529,-1,173.693,0.29554
"Feb 18, 09:00 pm",-0.00364429,-1,155.542,0.29554
"Feb 18, 10:00 pm",-0.00312261,-1,140.017,0.29554
"Feb 18, 11:00 pm",-0.00275483,-1,126.38,0.29554
"Feb 19, 12:00 am",-0.00242033,-1,114.334,0.29554
"Feb 19, 01:00 am",-0.00214445,-1,103.683,0.29554
"Feb 19, 02:00 am",-0.0018889,-1,94.2696,0.29554
"Feb 19, 03:00 am",-0.0016965,-1,85.8936,0.29554
"Feb 19, 04:00 am",-0.00153226,-1,78.3513,0.29554
"Feb 19, 05:00 am",-0.0013907,-1,71.5305,0.29554
"Feb 19, 06:00 am",-0.00122511,-1,65.456,0.29554
"Feb 19, 07:00 am",-0.0004265,-1,61.906,0.29554
"Feb 19, 08:00 am",0.0911035,-1,222.277,0.29554
"Feb 19, 09:00 am",1.06638,0.623559,269.965,0.892791
"Feb 19, 10:00 am",1.337,0.624367,269.965,1.11826
"Feb 19, 11:00 am",1.32086,0.624639,269.965,1.10436
"Feb 19, 12:00 pm",1.35847,0.624371,269.965,1.13622
"Feb 19, 01:00 pm",1.33835,0.624535,269.965,1.11914
"Feb 19, 02:00 pm",1.34315,0.624486,269.965,1.12323
"Feb 19, 03:00 pm",1.18073,0.624576,269.965,0.987219
"Feb 19, 04:00 pm",0.703947,0.623998,269.965,0.58892
"Feb 19, 05:00 pm",0.0415787,-1,259.347,0.29554
"Feb 19, 06:00 pm",-0.0104118,-1,231.605,0.29554
"Feb 19, 07:00 pm",-0.00552568,-1,199.608,0.29554
"Feb 19, 08:00 pm",-0.00456446,-1,177.838,0.29554
"Feb 19, 09:00 pm",-0.00389101,-1,158.435,0.29554
"Feb 19, 10:00 pm",-0.00328293,-1,142.023,0.29554
"Feb 19, 11:00 pm",-0.0028319,-1,127.868,0.29554
"Feb 20, 12:00 am",-0.00245683,-1,115.58,0.29554
"Feb 20, 01:00 am",-0.00217499,-1,104.776,0.29554
"Feb 20, 02:00 am",-0.00191451,-1,95.2322,0.29554
"Feb 20, 03:00 am",-0.00171827,-1,86.7453,0.29554
"Feb 20, 04:00 am",-0.00152816,-1,79.1716,0.29554
"Feb 20, 05:00 am",-0.001365,-1,72.4345,0.29554
"Feb 20, 06:00 am",-0.00122432,-1,66.417,0.29554
"Feb 20, 07:00 am",-0.00106052,-1,61.142,0.29554
"Feb 20, 08:00 am",0.0186262,-1,109.554,0.29554
"Feb 20, 09:00 am",0.23605,-0.459194,261.774,0.395278
"Feb 20, 10:00 am",1.20418,0.624174,269.965,1.00738
"Feb 20, 11:00 am",0.366915,0.623396,269.965,0.307166
"Feb 20, 12:00 pm",0.148892,0.192938,269.965,0.29554
"Feb 20, 01:00 pm",0.0139555,-1,240.073,0.29554
"Feb 20, 02:00 pm",-0.00729238,-1,217.734,0.29554
"Feb 20, 03:00 pm",-0.00497311,-1,194.959,0.29554
"Feb 20, 04:00 pm",0.00718218,-1,203.835,0.29554
"Feb 20, 05:00 pm",-0.00308438,-1,211.958,0.29554
"Feb 20, 06:00 pm",-0.00511074,-1,191.365,0.29554
"Feb 20, 07:00 pm",-0.00422344,-1,170.271,0.29554
"Feb 20, 08:00 pm",-0.00361737,-1,152.369,0.29554
"Feb 20, 09:00 pm",-0.00308911,-1,136.923,0.29554
"Feb 20, 10:00 pm",-0.00266781,-1,123.586,0.29554
"Feb 20, 11:00 pm",-0.00232393,-1,111.975,0.29554
"Feb 21, 12:00 am",-0.00203879,-1,101.807,0.29554
"Feb 21, 01:00 am",-0.00182377,-1,92.787,0.29554
"Feb 21, 02:00 am",-0.00164108,-1,84.6928,0.29554
"Feb 21, 03:00 am",-0.00146199,-1,77.459,0.29554
"Feb 21, 04:00 am",-0.00132989,-1,70.953,0.29554
"Feb 21, 05:00 am",-0.00119392,-1,65.0892,0.29554
"Feb 21, 06:00 am",-0.00107546,-1,59.8333,0.29554
"Feb 21, 07:00 am",-0.000504926,-1,56.3814,0.29554
"Feb 21, 08:00 am",0.000601352,-1,57.2351,0.29554
"Feb 21, 09:00 am",0.567142,-0.190597,245.125,0.568208
"Feb 21, 10:00 am",1.33678,0.624372,269.965,1.11808
"Feb 21, 11:00 am",0.861558,0.624479,269.965,0.720358
"Feb 21, 12:00 pm",0.0939688,0.0771227,269.965,0.29554
"Feb 21, 01:00 pm",1.33905,0.622259,269.965,1.12316
"Feb 21, 02:00 pm",1.36442,0.624367,269.965,1.14121
"Feb 21, 03:00 pm",1.18761,0.62465,269.965,0.992876
"Feb 21, 04:00 pm",0.387706,0.623989,269.965,0.324316
"Feb 21, 05:00 pm",0.0329426,-1,253.414,0.29554
"Feb 21, 06:00 pm",-0.00958538,-1,227.668,0.29554
"Feb 21, 07:00 pm",-0.00542012,-1,197.178,0.29554
"Feb 21, 08:00 pm",-0.00447793,-1,175.702,0.29554
"Feb 21, 09:00 pm",-0.00385412,-1,156.565,0.29554
"Feb 21, 10:00 pm",-0.00328624,-1,140.185,0.29554
"Feb 21, 11:00 pm",-0.00286143,-1,125.929,0.29554
"Feb 22, 12:00 am",-0.00248166,-1,113.499,0.29554
"Feb 22, 01:00 am",-0.00219573,-1,102.581,0.29554
"Feb 22, 02:00 am",-0.00193211,-1,92.9396,0.29554
"Feb 22, 03:00 am",-0.00170977,-1,84.4364,0.29554
"Feb 22, 04:00 am",-0.00152089,-1,76.899,0.29554
"Feb 22, 05:00 am",-0.00138091,-1,70.1289,0.29554
"Feb 22, 06:00 am",-0.00121671,-1,64.0964,0.29554
"Feb 22, 07:00 am",-0.00103329,-1,58.914,0.29554
"Feb 22, 08:00 am",0.0117237,-1,88.7804,0.29554
"Feb 22, 09:00 am",0.607679,0.417765,269.965,0.547005
"Feb 22, 10:00 am",1.31597,0.624433,269.965,1.10057
"Feb 22, 11:00 am",1.33643,0.624522,269.965,1.11755
"Feb 22, 12:00 pm",0.706896,0.624284,269.965,0.591161
"Feb 22, 01:00 pm",0.707579,0.623589,269.965,0.592284
"Feb 22, 02:00 pm",0.18584,0.270848,269.965,0.29554
"Feb 22, 03:00 pm",0.882808,0.622263,269.965,0.740334
"Feb 22, 04:00 pm",0.526844,0.625174,269.965,0.44003
"Feb 22, 05:00 pm",0.0140841,-1,240.165,0.29554
"Feb 22, 06:00 pm",-0.00923434,-1,212.46,0.29554
"Feb 22, 07:00 pm",-0.0049213,-1,186.015,0.29554
"Feb 22, 08:00 pm",-0.00412512,-1,165.928,0.29554
"Feb 22, 09:00 pm",-0.003518,-1,148.351,0.29554
"Feb 22, 10:00 pm",-0.00302893,-1,133.262,0.29554
"Feb 22, 11:00 pm",-0.00262297,-1,120.138,0.29554
"Feb 23, 12:00 am",-0.00231181,-1,108.637,0.29554
"Feb 23, 01:00 am",-0.00202922,-1,98.5075,0.29554
"Feb 23, 02:00 am",-0.00179177,-1,89.5895,0.29554
"Feb 23, 03:00 am",-0.00161379,-1,81.6332,0.29554
"Feb 23, 04:00 am",-0.00146111,-1,74.4527,0.29554
"Feb 23, 05:00 am",-0.00130735,-1,68.0065,0.29554
"Feb 23, 06:00 am",-0.00113209,-1,62.3624,0.29554
"Feb 23, 07:00 am",-0.00100106,-1,57.4434,0.29554
"Feb 23, 08:00 am",0.0221039,-1,115.338,0.29554
"Feb 23, 09:00 am",0.632649,0.0805459,265.59,0.674638
"Feb 23, 10:00 am",0.0154414,-1,241.131,0.29554
"Feb 23, 11:00 am",-0.00941855,-1,212.344,0.29554
"Feb 23, 12:00 pm",0.236162,0.316899,269.965,0.326209
"Feb 23, 01:00 pm",1.32317,0.623993,269.965,1.10724
"Feb 23, 02:00 pm",0.470185,0.624215,269.965,0.393204
"Feb 23, 03:00 pm",0.535261,0.623358,269.965,0.448152
"Feb 23, 04:00 pm",0.408812,0.623093,269.965,0.342387
"Feb 23, 05:00 pm",0.0297614,-1,251.206,0.29554
"Feb 23, 06:00 pm",-0.00961554,-1,224.913,0.29554
"Feb 23, 07:00 pm",-0.00541574,-1,194.678,0.29554
"Feb 23, 08:00 pm",-0.00445521,-1,173.165,0.29554
"Feb 23, 09:00 pm",-0.0038008,-1,154.198,0.29554
"Feb 23, 10:00 pm",-0.00321682,-1,138.094,0.29554
"Feb 23, 11:00 pm",-0.00280482,-1,124.121,0.29554
"Feb 24, 12:00 am",-0.00243547,-1,111.925,0.29554
"Feb 24, 01:00 am",-0.00215719,-1,101.202,0.29554
"Feb 24, 02:00 am",-0.0018998,-1,91.7258,0.29554
"Feb 24, 03:00 am",-0.0016824,-1,83.3625,0.29554
"Feb 24, 04:00 am",-0.00152014,-1,75.8812,0.29554
"Feb 24, 05:00 am",-0.00135829,-1,69.173,0.29554
"Feb 24, 06:00 am",-0.00121841,-1,63.1832,0.29554
"Feb 24, 07:00 am",-0.00105552,-1,57.9317,0.29554
"Feb 24, 08:00 am",-0.000894313,-1,53.467,0.29554
"Feb 24, 09:00 am",0.0133557,-1,88.0663,0.29554
"Feb 24, 10:00 am",0.0138431,-1,155.928,0.29554
"Feb 24, 11:00 am",0.316614,0.325496,269.965,0.409026
"Feb 24, 12:00 pm",0.0229466,-1,246.439,0.29554
"Feb 24, 01:00 pm",-0.00929455,-1,219.781,0.29554
"Feb 24, 02:00 pm",-0.00499159,-1,192.229,0.29554
"Feb 24, 03:00 pm",-0.00397489,-1,172.634,0.29554
"Feb 24, 04:00 pm",-0.00365494,-1,155.079,0.29554
"Feb 24, 05:00 pm",-0.00147462,-1,143.883,0.29554
"Feb 24, 06:00 pm",-0.00300313,-1,133.312,0.29554
"Feb 24, 07:00 pm",-0.00265374,-1,119.809,0.29554
"Feb 24, 08:00 pm",-0.0022964,-1,108.34,0.29554
"Feb 24, 09:00 pm",-0.00202419,-1,98.2442,0.29554
"Feb 24, 10:00 pm",-0.00180908,-1,89.289,0.29554
"Feb 24, 11:00 pm",-0.00160604,-1,81.3165,0.29554
"Feb 25, 12:00 am",-0.00145423,-1,74.173,0.29554
"Feb 25, 01:00 am",-0.00130155,-1,67.7565,0.29554
"Feb 25, 02:00 am",-0.00116916,-1,62.0197,0.29554
"Feb 25, 03:00 am",-0.00107468,-1,56.8138,0.29554
"Feb 25, 04:00 am",-0.000971296,-1,52.087,0.29554
"Feb 25, 05:00 am",-0.000880335,-1,47.8273,0.29554
"Feb 25, 06:00 am",-0.000800129,-1,43.9773,0.29554
"Feb 25, 07:00 am",0.00117921,-1,45.6912,0.29554
"Feb 25, 08:00 am",0.131865,-0.733878,192.454,0.315735
"Feb 25, 09:00 am",1.14422,0.623819,269.965,0.957656
"Feb 25, 10:00 am",1.39922,0.623829,269.965,1.17118
"Feb 25, 11:00 am",1.40558,0.623927,269.965,1.17635
"Feb 25, 12:00 pm",1.45305,0.623695,269.965,1.21648
"Feb 25, 01:00 pm",1.41606,0.624059,269.965,1.18491
"Feb 25, 02:00 pm",1.41496,0.624053,269.965,1.184
"Feb 25, 03:00 pm",1.22779,0.625969,269.965,1.02467
"Feb 25, 04:00 pm",0.744427,0.624281,269.965,0.62256
"Feb 25, 05:00 pm",0.0554789,-1,268.697,0.29554
"Feb 25, 06:00 pm",0.000794593,-1,230.613,0.29554
"Feb 25, 07:00 pm",-0.00897333,-1,201.982,0.29554
"Feb 25, 08:00 pm",-0.00431692,-1,179.033,0.29554
"Feb 25, 09:00 pm",-0.0039741,-1,159.964,0.29554
"Feb 25, 10:00 pm",-0.00338511,-1,143.048,0.29554
"Feb 25, 11:00 pm",-0.00293781,-1,128.424,0.29554
"Feb 26, 12:00 am",-0.00257354,-1,115.592,0.29554
"Feb 26, 01:00 am",-0.00224566,-1,104.355,0.29554
"Feb 26, 02:00 am",-0.00199855,-1,94.435,0.29554
"Feb 26, 03:00 am",-0.00176618,-1,85.639,0.29554
"Feb 26, 04:00 am",-0.00156888,-1,77.8548,0.29554
"Feb 26, 05:00 am",-0.00140022,-1,70.9339,0.29554
"Feb 26, 06:00 am",-0.00123327,-1,64.8182,0.29554
"Feb 26, 07:00 am",0.00129859,-1,65.9461,0.29554
"Feb 26, 08:00 am",0.216509,-0.729313,254.984,0.33609
"Feb 26, 09:00 am",1.20814,0.624308,269.965,1.01052
"Feb 26, 10:00 am",0.956754,0.624234,269.965,0.800247
"Feb 26, 11:00 am",1.48835,0.62345,269.965,1.24646
"Feb 26, 12:00 pm",1.53323,0.623816,269.965,1.28344
"Feb 26, 01:00 pm",1.48382,0.623754,269.965,1.24216
"Feb 26, 02:00 pm",1.47646,0.623721,269.965,1.23605
"Feb 26, 03:00 pm",1.28768,0.624902,269.965,1.07622
"Feb 26, 04:00 pm",0.795272,0.624425,269.965,0.664965
"Feb 26, 05:00 pm",0.0598127,0.00509869,269.965,0.29554
"Feb 26, 06:00 pm",0.00421008,-1,233.084,0.29554
"Feb 26, 07:00 pm",-0.00926144,-1,203.727,0.29554
"Feb 26, 08:00 pm",-0.00428809,-1,180.371,0.29554
"Feb 26, 09:00 pm",-0.00395735,-1,161.483,0.29554
"Feb 26, 10:00 pm",-0.00334655,-1,144.705,0.29554
"Feb 26, 11:00 pm",-0.00293195,-1,130.193,0.29554
"Feb 27, 12:00 am",-0.00256943,-1,117.389,0.29554
"Feb 27, 01:00 am",-0.00224179,-1,106.179,0.29554
"Feb 27, 02:00 am",-0.00199531,-1,96.2805,0.29554
"Feb 27, 03:00 am",-0.00176335,-1,87.5029,0.29554
"Feb 27, 04:00 am",-0.00156642,-1,79.7343,0.29554
"Feb 27, 05:00 am",-0.00142029,-1,72.7643,0.29554
"Feb 27, 06:00 am",-0.00125059,-1,66.5588,0.29554
"Feb 27, 07:00 am",-0.00104175,-1,61.2855,0.29554
"Feb 27, 08:00 am",-0.000862643,-1,56.9431,0.29554
"Feb 27, 09:00 am",0.00028821,-1,56.1045,0.29554
"Feb 27, 10:00 am",0.00240847,-1,63.6673,0.29554
"Feb 27, 11:00 am",0.0065856,-1,87.237,0.29554
"Feb 27, 12:00 pm",0.0027272,-1,109.478,0.29554
"Feb 27, 01:00 pm",-7.40247e-07,-1,114.719,0.29554
"Feb 27, 02:00 pm",-0.00174927,-1,109.897,0.29554
"Feb 27, 03:00 pm",0.00205449,-1,111.731,0.29554
"Feb 27, 04:00 pm",-0.00219283,-1,110.998,0.29554
"Feb 27, 05:00 pm",-0.0020283,-1,100.294,0.29554
"Feb 27, 06:00 pm",-0.00179808,-1,91.4951,0.29554
"Feb 27, 07:00 pm",-0.00163943,-1,83.4209,0.29554
"Feb 27, 08:00 pm",-0.00145455,-1,76.2152,0.29554
"Feb 27, 09:00 pm",-0.00132481,-1,69.7368,0.29554
"Feb 27, 10:00 pm",-0.00121062,-1,63.835,0.29554
"Feb 27, 11:00 pm",-0.00109009,-1,58.5012,0.29554
"Feb 28, 12:00 am",-0.00100512,-1,53.6506,0.29554
"Feb 28, 01:00 am",-0.000910234,-1,49.2362,0.29554
"Feb 28, 02:00 am",-0.00082645,-1,45.2519,0.29554
"Feb 28, 03:00 am",-0.000752398,-1,41.6457,0.29554
"Feb 28, 04:00 am",-0.000705415,-1,38.3225,0.29554
"Feb 28, 05:00 am",-0.000644716,-1,35.2645,0.29554
"Feb 28, 06:00 am",-0.000572134,-1,32.5367,0.29554
"Feb 28, 07:00 am",0.00221261,-1,37.5461,0.29554
"Feb 28, 08:00 am",0.177546,-0.731103,212.534,0.332304
"Feb 28, 09:00 am",1.23124,0.624977,269.965,1.02892
"Feb 28, 10:00 am",1.47147,0.623573,269.965,1.23211
"Feb 28, 11:00 am",1.45393,0.623716,269.965,1.21719
"Feb 28, 12:00 pm",1.49756,0.623691,269.965,1.25378
"Feb 28, 01:00 pm",0.0168502,-1,242.132,0.29554
"Feb 28, 02:00 pm",-0.0094966,-1,213.176,0.29554
"Feb 28, 03:00 pm",0.498253,0.445988,269.965,0.520256
"Feb 28, 04:00 pm",0.334988,0.585353,269.965,0.29554
"Feb 28, 05:00 pm",0.074738,0.0365712,269.965,0.29554
"Feb 28, 06:00 pm",0.00875836,-1,236.357,0.29554
"Feb 28, 07:00 pm",-0.00930068,-1,207.763,0.29554
"Feb 28, 08:00 pm",-0.00438385,-1,183.278,0.29554
"Feb 28, 09:00 pm",-0.00397342,-1,164.397,0.29554
"Feb 28, 10:00 pm",-0.00338296,-1,147.476,0.29554
"Feb 28, 11:00 pm",-0.00292608,-1,132.936,0.29554
"Mar 1, 12:00 am",-0.00256573,-1,120.172,0.29554
"Mar 1, 01:00 am",-0.00223837,-1,108.989,0.29554
"Mar 1, 02:00 am",-0.00199224,-1,99.1149,0.29554
"Mar 1, 03:00 am",-0.00178441,-1,90.2907,0.29554
"Mar 1, 04:00 am",-0.00158437,-1,82.4314,0.29554
"Mar 1, 05:00 am",-0.00141337,-1,75.4482,0.29554
"Mar 1, 06:00 am",-0.00126614,-1,69.2178,0.29554
"Mar 1, 07:00 am",0.00313029,-1,75.253,0.29554
"Mar 1, 08:00 am",0.345811,-0.459362,263.886,0.405114
"Mar 1, 09:00 am",1.32092,0.624223,269.965,1.10502
"Mar 1, 10:00 am",1.55593,0.623811,269.965,1.30247
"Mar 1, 11:00 am",1.55749,0.623942,269.965,1.30354
"Mar 1, 12:00 pm",1.60497,0.624232,269.965,1.34279
"Mar 1, 01:00 pm",1.55871,0.623981,269.965,1.3045
"Mar 1, 02:00 pm",1.54644,0.62391,269.965,1.29434
"Mar 1, 03:00 pm",1.36562,0.624492,269.965,1.14203
"Mar 1, 04:00 pm",0.877953,0.624273,269.965,0.734275
"Mar 1, 05:00 pm",0.0928976,0.0748639,269.965,0.29554
"Mar 1, 06:00 pm",0.00976289,-1,237.078,0.29554
"Mar 1, 07:00 pm",-0.00921833,-1,208.956,0.29554
"Mar 1, 08:00 pm",-0.00442151,-1,184.283,0.29554
"Mar 1, 09:00 pm",-0.00396792,-1,165.414,0.29554
"Mar 1, 10:00 pm",-0.00341678,-1,148.414,0.29554
"Mar 1, 11:00 pm",-0.00292352,-1,133.819,0.29554
"Mar 2, 12:00 am",-0.00256357,-1,121.075,0.29554
"Mar 2, 01:00 am",-0.00226229,-1,109.832,0.29554
"Mar 2, 02:00 am",-0.00198764,-1,99.9225,0.29554
"Mar 2, 03:00 am",-0.00178035,-1,91.1236,0.29554
"Mar 2, 04:00 am",-0.00158102,-1,83.2829,0.29554
"Mar 2, 05:00 am",-0.00143268,-1,76.2535,0.29554
"Mar 2, 06:00 am",-0.00126127,-1,69.9963,0.29554
"Mar 2, 07:00 am",0.00385693,-1,78.0198,0.29554
"Mar 2, 08:00 am",0.380452,0.244672,269.965,0.414353
"Mar 2, 09:00 am",1.34254,0.624093,269.965,1.12332
"Mar 2, 10:00 am",1.57142,0.623912,269.965,1.31526
"Mar 2, 11:00 am",1.59226,0.624159,269.965,1.33228
"Mar 2, 12:00 pm",1.63109,0.624472,269.965,1.36421
"Mar 2, 01:00 pm",1.58241,0.624132,269.965,1.32408
"Mar 2, 02:00 pm",1.56293,0.623993,269.965,1.30801
"Mar 2, 03:00 pm",1.37267,0.624452,269.965,1.14798
"Mar 2, 04:00 pm",0.500206,0.624353,269.965,0.418237
"Mar 2, 05:00 pm",0.0920143,0.0730013,269.965,0.29554
"Mar 2, 06:00 pm",0.0102129,-1,237.4,0.29554
"Mar 2, 07:00 pm",-0.00915234,-1,209.523,0.29554
"Mar 2, 08:00 pm",-0.00434861,-1,185.124,0.29554
"Mar 2, 09:00 pm",-0.00387538,-1,166.676,0.29554
"Mar 2, 10:00 pm",-0.00328527,-1,150.233,0.29554
"Mar 2, 11:00 pm",-0.00281668,-1,136.215,0.29554
"Mar 3, 12:00 am",-0.00247564,-1,123.94,0.29554
"Mar 3, 01:00 am",-0.00216336,-1,113.163,0.29554
"Mar 3, 02:00 am",-0.00190443,-1,103.698,0.29554
"Mar 3, 03:00 am",-0.00168606,-1,95.3392,0.29554
"Mar 3, 04:00 am",-0.00152295,-1,87.8624,0.29554
"Mar 3, 05:00 am",-0.00136053,-1,81.1576,0.29554
"Mar 3, 06:00 am",-0.00119884,-1,75.2305,0.29554
"Mar 3, 07:00 am",0.00375105,-1,83.087,0.29554
"Mar 3, 08:00 am",0.249193,-0.46165,230.051,0.364396
"Mar 3, 09:00 am",1.25967,0.623598,269.965,1.05464
"Mar 3, 10:00 am",1.47336,0.62362,269.965,1.23362
"Mar 3, 11:00 am",0.546932,0.625334,269.965,0.456714
"Mar 3, 12:00 pm",0.739565,0.623462,269.965,0.619173
"Mar 3, 01:00 pm",0.840544,0.624181,269.965,0.703063
"Mar 3, 02:00 pm",0.913486,0.62425,269.965,0.764027
"Mar 3, 03:00 pm",0.360721,0.623687,269.965,0.301863
"Mar 3, 04:00 pm",0.652296,0.624494,269.965,0.545334
"Mar 3, 05:00 pm",0.0739084,0.0348219,269.965,0.29554
"Mar 3, 06:00 pm",0.00856102,-1,236.216,0.29554
"Mar 3, 07:00 pm",-0.0092229,-1,207.689,0.29554
"Mar 3, 08:00 pm",-0.00423947,-1,183.919,0.29554
"Mar 3, 09:00 pm",-0.00385292,-1,165.615,0.29554
"Mar 3, 10:00 pm",-0.0032506,-1,149.318,0.29554
"Mar 3, 11:00 pm",-0.00282018,-1,135.35,0.29554
"Mar 4, 12:00 am",-0.00247811,-1,123.054,0.29554
"Mar 4, 01:00 am",-0.00219076,-1,112.191,0.29554
"Mar 4, 02:00 am",-0.00192766,-1,102.6,0.29554
"Mar 4, 03:00 am",-0.00172922,-1,94.0723,0.29554
"Mar 4, 04:00 am",-0.00153732,-1,86.4631,0.29554
"Mar 4, 05:00 am",-0.00137276,-1,79.6952,0.29554
"Mar 4, 06:00 am",-0.00120955,-1,73.7111,0.29554
"Mar 4, 07:00 am",-0.00102706,-1,68.5682,0.29554
"Mar 4, 08:00 am",0.0247393,-1,133.187,0.29554
"Mar 4, 09:00 am",0.184864,-0.211468,253.479,0.303241
"Mar 4, 10:00 am",0.272829,0.454279,269.965,0.29554
"Mar 4, 11:00 am",0.902456,0.622389,269.965,0.756689
"Mar 4, 12:00 pm",0.197015,0.294414,269.965,0.29554
"Mar 4, 01:00 pm",0.0188032,-1,243.516,0.29554
"Mar 4, 02:00 pm",0.00445289,-1,250.413,0.29554
"Mar 4, 03:00 pm",0.272512,0.46974,269.965,0.29554
"Mar 4, 04:00 pm",0.303822,0.519635,269.965,0.29554
"Mar 4, 05:00 pm",0.0138887,-1,240.026,0.29554
"Mar 4, 06:00 pm",-0.00859172,-1,214.523,0.29554
"Mar 4, 07:00 pm",-0.00479163,-1,189.219,0.29554
"Mar 4, 08:00 pm",-0.00405626,-1,169.575,0.29554
"Mar 4, 09:00 pm",-0.00345791,-1,152.352,0.29554
"Mar 4, 10:00 pm",-0.0029818,-1,137.542,0.29554
"Mar 4, 11:00 pm",-0.00258347,-1,124.647,0.29554
"Mar 5, 12:00 am",-0.00225307,-1,113.409,0.29554
"Mar 5, 01:00 am",-0.00197968,-1,103.553,0.29554
"Mar 5, 02:00 am",-0.00177349,-1,94.798,0.29554
"Mar 5, 03:00 am",-0.00157503,-1,86.9947,0.29554
"Mar 5, 04:00 am",-0.0014052,-1,80.06,0.29554
"Mar 5, 05:00 am",-0.00125903,-1,73.8713,0.29554
"Mar 5, 06:00 am",-0.00111124,-1,68.3891,0.29554
"Mar 5, 07:00 am",-0.000890108,-1,63.8205,0.29554
"Mar 5, 08:00 am",-0.000819772,-1,59.9262,0.29554
"Mar 5, 09:00 am",0.00557874,-1,73.5407,0.29554
"Mar 5, 10:00 am",0.253684,-0.461725,227.754,0.368154
"Mar 5, 11:00 am",0.9357,0.623875,269.965,0.783007
"Mar 5, 12:00 pm",0.343995,0.604345,269.965,0.29554
"Mar 5, 01:00 pm",0.181298,0.261271,269.965,0.29554
"Mar 5, 02:00 pm",0.0423027,-1,259.84,0.29554
"Mar 5, 03:00 pm",0.000923644,-1,260.576,0.29554
"Mar 5, 04:00 pm",-0.00743438,-1,246.355,0.29554
"Mar 5, 05:00 pm",-0.00583077,-1,217.544,0.29554
"Mar 5, 06:00 pm",-0.0049863,-1,193.924,0.29554
"Mar 5, 07:00 pm",-0.00418527,-1,173.328,0.29554
"Mar 5, 08:00 pm",-0.00353421,-1,155.782,0.29554
"Mar 5, 09:00 pm",-0.00305424,-1,140.63,0.29554
"Mar 5, 10:00 pm",-0.00263869,-1,127.461,0.29554
"Mar 5, 11:00 pm",-0.00229931,-1,115.995,0.29554
"Mar 6, 12:00 am",-0.00204289,-1,105.879,0.29554
"Mar 6, 01:00 am",-0.00180318,-1,96.9163,0.29554
"Mar 6, 02:00 am",-0.00160012,-1,88.9894,0.29554
"Mar 6, 03:00 am",-0.00144921,-1,81.8827,0.29554
"Mar 6, 04:00 am",-0.00129702,-1,75.4981,0.29554
"Mar 6, 05:00 am",-0.00116517,-1,69.7888,0.29554
"Mar 6, 06:00 am",-0.00105045,-1,64.665,0.29554
"Mar 6, 07:00 am",-0.000889936,-1,60.2235,0.29554
"Mar 6, 08:00 am",-0.000750506,-1,56.5042,0.29554
"Mar 6, 09:00 am",0.0132597,-1,91.1105,0.29554
"Mar 6, 10:00 am",0.0246081,-1,186.361,0.29554
"Mar 6, 11:00 am",-0.00340842,-1,228.083,0.29554
"Mar 6, 12:00 pm",0.00587969,-1,232.371,0.29554
"Mar 6, 01:00 pm",-0.00538047,-1,232.14,0.29554
"Mar 6, 02:00 pm",-0.00207476,-1,215.278,0.29554
"Mar 6, 03:00 pm",0.0117889,-1,241.076,0.29554
"Mar 6, 04:00 pm",0.0446291,-1,266.674,0.29554
"Mar 6, 05:00 pm",0.0213716,-1,245.33,0.29554
"Mar 6, 06:00 pm",-0.00936417,-1,218.513,0.29554
"Mar 6, 07:00 pm",-0.0048334,-1,191.271,0.29554
"Mar 6, 08:00 pm",-0.00424008,-1,171.107,0.29554
"Mar 6, 09:00 pm",-0.00361633,-1,153.073,0.29554
"Mar 6, 10:00 pm",-0.00310749,-1,137.62,0.29554
"Mar 6, 11:00 pm",-0.00268751,-1,124.183,0.29554
"Mar 7, 12:00 am",-0.00236456,-1,112.424,0.29554
"Mar 7, 01:00 am",-0.00212323,-1,101.937,0.29554
"Mar 7, 02:00 am",-0.00189522,-1,92.5422,0.29554
"Mar 7, 03:00 am",-0.00167857,-1,84.1983,0.29554
"Mar 7, 04:00 am",-0.00149415,-1,76.7994,0.29554
"Mar 7, 05:00 am",-0.00133586,-1,70.2101,0.29554
"Mar 7, 06:00 am",-0.00117776,-1,64.3811,0.29554
"Mar 7, 07:00 am",0.00626462,-1,79.1246,0.29554
"Mar 7, 08:00 am",0.400381,0.283717,269.965,0.416493
"Mar 7, 09:00 am",1.32914,0.624175,269.965,1.11197
"Mar 7, 10:00 am",1.55007,0.623776,269.965,1.29762
"Mar 7, 11:00 am",1.08725,0.624697,269.965,0.908881
"Mar 7, 12:00 pm",1.60007,0.623957,269.965,1.33917
