"Time stamp","Field thermal power leaving in steam | (MWt)","Field timestep-averaged outlet quality","Field timestep-averaged outlet temperature | (C)","Field total mass flow rate | (kg/s)"
"Jul 22, 02:00 pm",0.706646,0.630161,212.377,0.529045
"Jul 22, 03:00 pm",1.1587,0.630436,212.377,0.867196
"Jul 22, 04:00 pm",0.190198,0.299339,212.377,0.267669
"Jul 22, 05:00 pm",0.0225179,-1,198.951,0.267669
"Jul 22, 06:00 pm",-0.00562953,-1,180.878,0.267669
"Jul 22, 07:00 pm",-0.0032063,-1,160.146,0.267669
"Jul 22, 08:00 pm",-0.00251639,-1,146.374,0.267669
"Jul 22, 09:00 pm",-0.00232612,-1,133.73,0.267669
"Jul 22, 10:00 pm",-0.00201717,-1,122.53,0.267669
"Jul 22, 11:00 pm",-0.00177059,-1,112.717,0.267669
"Jul 23, 12:00 am",-0.00158341,-1,103.985,0.267669
"Jul 23, 01:00 am",-0.00140194,-1,96.2091,0.267669
"Jul 23, 02:00 am",-0.00124738,-1,89.3013,0.267669
"Jul 23, 03:00 am",-0.00113412,-1,83.0781,0.267669
"Jul 23, 04:00 am",-0.00101641,-1,77.4635,0.267669
"Jul 23, 05:00 am",-0.000913681,-1,72.4277,0.267669
"Jul 23, 06:00 am",-0.000552174,-1,68.7106,0.267669
"Jul 23, 07:00 am",0.00419311,-1,80.0676,0.267669
"Jul 23, 08:00 am",0.830744,0.526797,212.377,0.641091
"Jul 23, 09:00 am",1.43922,0.630526,212.377,1.07704
"Jul 23, 10:00 am",0.63411,0.631257,212.377,0.474
"Jul 23, 11:00 am",1.68024,0.6304,212.377,1.25767
"Jul 23, 12:00 pm",1.21898,0.632328,212.377,0.909879
"Jul 23, 01:00 pm",0.867813,0.631029,212.377,0.648921
"Jul 23, 02:00 pm",0.0386158,-1,212.242,0.267669
"Jul 23, 03:00 pm",0.00434942,-1,183.699,0.267669
"Jul 23, 04:00 pm",-0.00568059,-1,162.785,0.267669
"Jul 23, 05:00 pm",-0.00246829,-1,146.852,0.267669
"Jul 23, 06:00 pm",-0.00233333,-1,134.649,0.267669
"Jul 23, 07:00 pm",-0.0020798,-1,123.116,0.267669
"Jul 23, 08:00 pm",-0.00179925,-1,113.103,0.267669
"Jul 23, 09:00 pm",-0.00159111,-1,104.285,0.267669
"Jul 23, 10:00 pm",-0.00140808,-1,96.474,0.267669
"Jul 23, 11:00 pm",-0.00127281,-1,89.4747,0.267669
"Jul 24, 12:00 am",-0.0011366,-1,83.1852,0.267669
"Jul 24, 01:00 am",-0.00101829,-1,77.5616,0.267669
"Jul 24, 02:00 am",-0.000915514,-1,72.5156,0.267669
"Jul 24, 03:00 am",-0.000825454,-1,67.9754,0.267669
"Jul 24, 04:00 am",-0.000746242,-1,63.8803,0.267669
"Jul 24, 05:00 am",-0.000676255,-1,60.1783,0.267669
"Jul 24, 06:00 am",0.0045778,-1,72.3461,0.267669
"Jul 24, 07:00 am",0.115649,-0.728965,192.567,0.271056
"Jul 24, 08:00 am",0.101335,0.123665,212.377,0.267669
"Jul 24, 09:00 am",0.212035,0.342509,212.377,0.267669
"Jul 24, 10:00 am",0.327729,0.571224,212.377,0.267669
"Jul 24, 11:00 am",0.250233,0.418023,212.377,0.267669
"Jul 24, 12:00 pm",0.821268,0.630279,212.377,0.614765
"Jul 24, 01:00 pm",0.479582,0.630196,212.377,0.359021
"Jul 24, 02:00 pm",0.0189596,-1,195.984,0.267669
"Jul 24, 03:00 pm",0.879844,0.601766,212.377,0.685997
"Jul 24, 04:00 pm",0.171292,0.261962,212.377,0.267669
"Jul 24, 05:00 pm",0.0433681,0.00906889,212.377,0.267669
"Jul 24, 06:00 pm",0.0116907,-1,189.892,0.267669
"Jul 24, 07:00 pm",-0.00608931,-1,168.263,0.267669
"Jul 24, 08:00 pm",-0.00263491,-1,150.423,0.267669
"Jul 24, 09:00 pm",-0.00234221,-1,138.054,0.267669
"Jul 24, 10:00 pm",-0.00212228,-1,126.356,0.267669
"Jul 24, 11:00 pm",-0.00182663,-1,116.178,0.267669
"Jul 25, 12:00 am",-0.0016145,-1,107.24,0.267669
"Jul 25, 01:00 am",-0.00144935,-1,99.2546,0.267669
"Jul 25, 02:00 am",-0.00128779,-1,92.1201,0.267669
"Jul 25, 03:00 am",-0.00114924,-1,85.764,0.267669
"Jul 25, 04:00 am",-0.00104874,-1,80.0202,0.267669
"Jul 25, 05:00 am",-0.000923305,-1,74.8824,0.267669
"Jul 25, 06:00 am",0.00671309,-1,92.8181,0.267669
"Jul 25, 07:00 am",0.438247,0.369071,212.377,0.459443
"Jul 25, 08:00 am",1.21558,0.631859,212.377,0.907941
"Jul 25, 09:00 am",1.55719,0.630405,212.377,1.16554
"Jul 25, 10:00 am",1.71913,0.631421,212.377,1.28493
"Jul 25, 11:00 am",1.70077,0.631297,212.377,1.27143
"Jul 25, 12:00 pm",1.75149,0.631625,212.377,1.30875
"Jul 25, 01:00 pm",1.68154,0.630872,212.377,1.2578
"Jul 25, 02:00 pm",0.636222,0.631529,212.377,0.475396
"Jul 25, 03:00 pm",1.12363,0.63077,212.377,0.840551
"Jul 25, 04:00 pm",1.12904,0.631092,212.377,0.844213
"Jul 25, 05:00 pm",0.620191,0.630953,212.377,0.463794
"Jul 25, 06:00 pm",0.0617459,0.0454001,212.377,0.267669
"Jul 25, 07:00 pm",0.0114958,-1,189.728,0.267669
"Jul 25, 08:00 pm",-0.0060119,-1,168.559,0.267669
"Jul 25, 09:00 pm",-0.00267228,-1,150.463,0.267669
"Jul 25, 10:00 pm",-0.00232681,-1,138.152,0.267669
"Jul 25, 11:00 pm",-0.00210412,-1,126.534,0.267669
"Jul 26, 12:00 am",-0.00180909,-1,116.45,0.267669
"Jul 26, 01:00 am",-0.00159944,-1,107.599,0.267669
"Jul 26, 02:00 am",-0.00141572,-1,99.7522,0.267669
"Jul 26, 03:00 am",-0.00127905,-1,92.7226,0.267669
"Jul 26, 04:00 am",-0.00114198,-1,86.4071,0.267669
"Jul 26, 05:00 am",-0.00102292,-1,80.7606,0.267669
"Jul 26, 06:00 am",0.00665336,-1,98.2687,0.267669
"Jul 26, 07:00 am",0.0245092,-1,175.378,0.267669
"Jul 26, 08:00 am",0.781091,0.629081,212.377,0.58568
"Jul 26, 09:00 am",1.03703,0.630739,212.377,0.775794
"Jul 26, 10:00 am",0.938856,0.630924,212.377,0.702156
"Jul 26, 11:00 am",0.380789,0.630761,212.377,0.284832
"Jul 26, 12:00 pm",1.92931,0.63108,212.377,1.44275
"Jul 26, 01:00 pm",1.87294,0.631574,212.377,1.39962
"Jul 26, 02:00 pm",0.911302,0.630835,212.377,0.681632
"Jul 26, 03:00 pm",0.200309,0.319326,212.377,0.267669
"Jul 26, 04:00 pm",0.0271519,-1,202.8,0.267669
"Jul 26, 05:00 pm",-0.00560009,-1,185.521,0.267669
"Jul 26, 06:00 pm",-0.00328825,-1,163.944,0.267669
"Jul 26, 07:00 pm",-0.0025494,-1,150.045,0.267669
"Jul 26, 08:00 pm",-0.00237293,-1,137.191,0.267669
"Jul 26, 09:00 pm",-0.00202823,-1,125.872,0.267669
"Jul 26, 10:00 pm",-0.00180214,-1,115.954,0.267669
"Jul 26, 11:00 pm",-0.00161058,-1,107.075,0.267669
"Jul 27, 12:00 am",-0.00142463,-1,99.1762,0.267669
"Jul 27, 01:00 am",-0.00128726,-1,92.0997,0.267669
"Jul 27, 02:00 am",-0.00114894,-1,85.7434,0.267669
"Jul 27, 03:00 am",-0.00102899,-1,80.0619,0.267669
"Jul 27, 04:00 am",-0.000943654,-1,74.9068,0.267669
"Jul 27, 05:00 am",-0.000831862,-1,70.2839,0.267669
"Jul 27, 06:00 am",0.00744732,-1,90.6287,0.267669
"Jul 27, 07:00 am",0.483484,0.392874,212.377,0.488653
"Jul 27, 08:00 am",1.27199,0.630704,212.377,0.95164
"Jul 27, 09:00 am",1.61332,0.630678,212.377,1.2071
"Jul 27, 10:00 am",1.76875,0.631726,212.377,1.32146
"Jul 27, 11:00 am",1.03769,0.631406,212.377,0.775552
"Jul 27, 12:00 pm",1.83583,0.631231,212.377,1.37254
"Jul 27, 01:00 pm",1.0074,0.630928,212.377,0.753422
"Jul 27, 02:00 pm",0.826461,0.630659,212.377,0.618321
"Jul 27, 03:00 pm",0.576117,0.630112,212.377,0.431345
"Jul 27, 04:00 pm",0.84856,0.63069,212.377,0.634828
"Jul 27, 05:00 pm",0.0793551,0.0802117,212.377,0.267669
"Jul 27, 06:00 pm",0.0173189,-1,194.612,0.267669
"Jul 27, 07:00 pm",-0.00594372,-1,174.671,0.267669
"Jul 27, 08:00 pm",-0.00292053,-1,154.957,0.267669
"Jul 27, 09:00 pm",-0.00240619,-1,142.059,0.267669
"Jul 27, 10:00 pm",-0.00222447,-1,129.91,0.267669
"Jul 27, 11:00 pm",-0.00190581,-1,119.269,0.267669
"Jul 28, 12:00 am",-0.00170169,-1,109.902,0.267669
"Jul 28, 01:00 am",-0.00150334,-1,101.56,0.267669
"Jul 28, 02:00 am",-0.00133335,-1,94.1719,0.267669
"Jul 28, 03:00 am",-0.00120875,-1,87.5327,0.267669
"Jul 28, 04:00 am",-0.00108107,-1,81.5561,0.267669
"Jul 28, 05:00 am",-0.000970034,-1,76.2045,0.267669
"Jul 28, 06:00 am",0.00618903,-1,92.4685,0.267669
"Jul 28, 07:00 am",0.447533,0.369078,212.377,0.467933
"Jul 28, 08:00 am",1.25314,0.631551,212.377,0.936407
"Jul 28, 09:00 am",1.61392,0.63066,212.377,1.20757
"Jul 28, 10:00 am",1.788,0.63189,212.377,1.33553
"Jul 28, 11:00 am",1.88211,0.631522,212.377,1.40657
"Jul 28, 12:00 pm",1.95223,0.631628,212.377,1.45877
"Jul 28, 01:00 pm",1.8923,0.631592,212.377,1.41405
"Jul 28, 02:00 pm",0.0590092,0.0399899,212.377,0.267669
"Jul 28, 03:00 pm",0.0257947,-1,201.675,0.267669
"Jul 28, 04:00 pm",-0.00617903,-1,182.159,0.267669
"Jul 28, 05:00 pm",-0.00305882,-1,160.475,0.267669
"Jul 28, 06:00 pm",-0.00247437,-1,147.32,0.267669
"Jul 28, 07:00 pm",-0.00233732,-1,134.66,0.267669
"Jul 28, 08:00 pm",-0.00198936,-1,123.541,0.267669
"Jul 28, 09:00 pm",-0.00177315,-1,113.787,0.267669
"Jul 28, 10:00 pm",-0.00156385,-1,105.109,0.267669
"Jul 28, 11:00 pm",-0.00138472,-1,97.4352,0.267669
"Jul 29, 12:00 am",-0.00123289,-1,90.6122,0.267669
"Jul 29, 01:00 am",-0.00110177,-1,84.5233,0.267669
"Jul 29, 02:00 am",-0.00100727,-1,79.0128,0.267669
"Jul 29, 03:00 am",-0.000905925,-1,74.0208,0.267669
"Jul 29, 04:00 am",-0.000835213,-1,69.4731,0.267669
"Jul 29, 05:00 am",-0.000754996,-1,65.3282,0.267669
"Jul 29, 06:00 am",0.00490513,-1,78.283,0.267669
"Jul 29, 07:00 am",0.18812,-0.458269,195.046,0.288661
"Jul 29, 08:00 am",1.13909,0.630225,212.377,0.85277
"Jul 29, 09:00 am",1.08963,0.630764,212.377,0.815113
"Jul 29, 10:00 am",1.63208,0.630698,212.377,1.2211
"Jul 29, 11:00 am",1.66142,0.631112,212.377,1.24233
"Jul 29, 12:00 pm",0.340561,0.596592,212.377,0.267669
"Jul 29, 01:00 pm",0.0145771,-1,192.316,0.267669
"Jul 29, 02:00 pm",-0.00536196,-1,173.834,0.267669
"Jul 29, 03:00 pm",-0.00298387,-1,155.588,0.267669
"Jul 29, 04:00 pm",0.0589644,-0.781556,202.648,0.267669
"Jul 29, 05:00 pm",0.0515777,0.0252984,212.377,0.267669
"Jul 29, 06:00 pm",0.0131911,-1,191.152,0.267669
"Jul 29, 07:00 pm",-0.00610338,-1,169.941,0.267669
"Jul 29, 08:00 pm",-0.00281321,-1,151.007,0.267669
"Jul 29, 09:00 pm",-0.00240596,-1,138.164,0.267669
"Jul 29, 10:00 pm",-0.00217189,-1,126.169,0.267669
"Jul 29, 11:00 pm",-0.00186557,-1,115.759,0.267669
"Jul 30, 12:00 am",-0.00164682,-1,106.635,0.267669
"Jul 30, 01:00 am",-0.00145614,-1,98.5556,0.267669
"Jul 30, 02:00 am",-0.00129338,-1,91.3896,0.267669
"Jul 30, 03:00 am",-0.0011741,-1,84.9427,0.267669
"Jul 30, 04:00 am",-0.00105108,-1,79.1333,0.267669
"Jul 30, 05:00 am",-0.000943928,-1,73.9276,0.267669
"Jul 30, 06:00 am",-0.000610494,-1,69.9685,0.267669
"Jul 30, 07:00 am",0.00391666,-1,80.3551,0.267669
"Jul 30, 08:00 am",0.00862544,-1,116.143,0.267669
"Jul 30, 09:00 am",0.148527,0.194866,212.377,0.267669
"Jul 30, 10:00 am",0.670215,0.630885,212.377,0.501254
"Jul 30, 11:00 am",0.913509,0.629852,212.377,0.684233
"Jul 30, 12:00 pm",1.76242,0.631397,212.377,1.31734
"Jul 30, 01:00 pm",0.533536,0.632084,212.377,0.398351
"Jul 30, 02:00 pm",0.0344301,-1,208.808,0.267669
"Jul 30, 03:00 pm",0.0125423,-1,190.607,0.267669
"Jul 30, 04:00 pm",-0.00559856,-1,171.509,0.267669
"Jul 30, 05:00 pm",-0.00271379,-1,153.456,0.267669
"Jul 30, 06:00 pm",-0.0023879,-1,140.809,0.267669
"Jul 30, 07:00 pm",-0.00213967,-1,128.982,0.267669
"Jul 30, 08:00 pm",-0.00186508,-1,118.657,0.267669
"Jul 30, 09:00 pm",-0.00164629,-1,109.541,0.267669
"Jul 30, 10:00 pm",-0.00145519,-1,101.474,0.267669
"Jul 30, 11:00 pm",-0.00131314,-1,94.254,0.267669
"Jul 31, 12:00 am",-0.00117132,-1,87.7739,0.267669
"Jul 31, 01:00 am",-0.00104837,-1,81.9847,0.267669
"Jul 31, 02:00 am",-0.000960628,-1,76.7355,0.267669
"Jul 31, 03:00 am",-0.000865102,-1,71.9727,0.267669
"Jul 31, 04:00 am",-0.000799159,-1,67.627,0.267669
"Jul 31, 05:00 am",-0.000705437,-1,63.716,0.267669
"Jul 31, 06:00 am",0.00623177,-1,80.7472,0.267669
"Jul 31, 07:00 am",0.429974,0.392292,212.377,0.391889
"Jul 31, 08:00 am",1.2522,0.631617,212.377,0.93562
"Jul 31, 09:00 am",1.59956,0.630594,212.377,1.19694
"Jul 31, 10:00 am",1.75302,0.631595,212.377,1.30994
"Jul 31, 11:00 am",1.82971,0.632511,212.377,1.3655
"Jul 31, 12:00 pm",1.87513,0.631538,212.377,1.40132
"Jul 31, 01:00 pm",1.80439,0.632182,212.377,1.34722
"Jul 31, 02:00 pm",1.70553,0.631991,212.377,1.27373
"Jul 31, 03:00 pm",0.0736519,0.0689371,212.377,0.267669
"Jul 31, 04:00 pm",0.0129681,-1,190.965,0.267669
"Jul 31, 05:00 pm",0.0897204,-0.374011,208.555,0.267669
"Jul 31, 06:00 pm",0.0137996,-1,191.663,0.267669
"Jul 31, 07:00 pm",-0.00556832,-1,172.435,0.267669
"Jul 31, 08:00 pm",-0.00300119,-1,153.761,0.267669
"Jul 31, 09:00 pm",-0.00243899,-1,140.367,0.267669
"Jul 31, 10:00 pm",-0.00219488,-1,128.302,0.267669
"Jul 31, 11:00 pm",-0.00191753,-1,117.673,0.267669
"Aug 1, 12:00 am",-0.00168698,-1,108.317,0.267669
"Aug 1, 01:00 am",-0.00151196,-1,99.9808,0.267669
"Aug 1, 02:00 am",-0.00134134,-1,92.5423,0.267669
"Aug 1, 03:00 am",-0.00119532,-1,85.925,0.267669
"Aug 1, 04:00 am",-0.00106943,-1,80.0143,0.267669
"Aug 1, 05:00 am",-0.000960027,-1,74.718,0.267669
"Aug 1, 06:00 am",0.00172261,-1,77.6875,0.267669
"Aug 1, 07:00 am",0.00371732,-1,93.4292,0.267669
"Aug 1, 08:00 am",0.0672683,-0.762185,175.146,0.267669
"Aug 1, 09:00 am",1.47794,0.630502,212.377,1.10606
"Aug 1, 10:00 am",1.67798,0.630655,212.377,1.25553
"Aug 1, 11:00 am",1.74106,0.631546,212.377,1.3011
"Aug 1, 12:00 pm",0.908592,0.630775,212.377,0.679662
"Aug 1, 01:00 pm",0.507509,0.630342,212.377,0.37985
"Aug 1, 02:00 pm",0.0169599,-1,194.312,0.267669
"Aug 1, 03:00 pm",-0.00127736,-1,187.147,0.267669
"Aug 1, 04:00 pm",0.177607,0.284333,212.377,0.267669
"Aug 1, 05:00 pm",0.0323276,-1,207.077,0.267669
"Aug 1, 06:00 pm",-0.00548116,-1,190.945,0.267669
"Aug 1, 07:00 pm",-0.00362904,-1,167.924,0.267669
"Aug 1, 08:00 pm",-0.00270922,-1,152.873,0.267669
"Aug 1, 09:00 pm",-0.00251283,-1,139.279,0.267669
"Aug 1, 10:00 pm",-0.00214427,-1,127.304,0.267669
"Aug 1, 11:00 pm",-0.00189805,-1,116.844,0.267669
"Aug 2, 12:00 am",-0.00166997,-1,107.572,0.267669
"Aug 2, 01:00 am",-0.00147485,-1,99.3897,0.267669
"Aug 2, 02:00 am",-0.00131007,-1,92.131,0.267669
"Aug 2, 03:00 am",-0.00116841,-1,85.6657,0.267669
"Aug 2, 04:00 am",-0.00104604,-1,79.8874,0.267669
"Aug 2, 05:00 am",-0.000939652,-1,74.7065,0.267669
"Aug 2, 06:00 am",0.00679478,-1,92.8472,0.267669
"Aug 2, 07:00 am",0.524567,0.0845626,202.636,0.520144
"Aug 2, 08:00 am",1.34314,0.630786,212.377,1.00476
"Aug 2, 09:00 am",1.23606,0.631274,212.377,0.924003
"Aug 2, 10:00 am",1.84887,0.6313,212.377,1.38216
"Aug 2, 11:00 am",1.81761,0.632359,212.377,1.35676
"Aug 2, 12:00 pm",1.8712,0.631529,212.377,1.39841
"Aug 2, 01:00 pm",1.80341,0.632168,212.377,1.34652
"Aug 2, 02:00 pm",1.78252,0.631922,212.377,1.33138
"Aug 2, 03:00 pm",1.6291,0.630974,212.377,1.2184
"Aug 2, 04:00 pm",1.28587,0.630919,212.377,0.961727
"Aug 2, 05:00 pm",0.720808,0.631022,212.377,0.538992
"Aug 2, 06:00 pm",0.0615864,0.0450847,212.377,0.267669
"Aug 2, 07:00 pm",0.0113357,-1,189.593,0.267669
"Aug 2, 08:00 pm",-0.0060382,-1,168.322,0.267669
"Aug 2, 09:00 pm",-0.00271542,-1,150.058,0.267669
"Aug 2, 10:00 pm",-0.00236406,-1,137.53,0.267669
"Aug 2, 11:00 pm",-0.00213415,-1,125.736,0.267669
"Aug 3, 12:00 am",-0.0018571,-1,115.435,0.267669
"Aug 3, 01:00 am",-0.00164008,-1,106.347,0.267669
"Aug 3, 02:00 am",-0.0014713,-1,98.2354,0.267669
"Aug 3, 03:00 am",-0.00130662,-1,90.9918,0.267669
"Aug 3, 04:00 am",-0.00116549,-1,84.5419,0.267669
"Aug 3, 05:00 am",-0.00102429,-1,78.8361,0.267669
"Aug 3, 06:00 am",0.00610728,-1,94.7276,0.267669
"Aug 3, 07:00 am",0.516453,0.0843666,201.932,0.51393
"Aug 3, 08:00 am",1.34038,0.63081,212.377,1.00266
"Aug 3, 09:00 am",1.70656,0.631976,212.377,1.27453
"Aug 3, 10:00 am",1.86707,0.631492,212.377,1.39539
"Aug 3, 11:00 am",1.91977,0.631595,212.377,1.43458
"Aug 3, 12:00 pm",1.98197,0.631692,212.377,1.48087
"Aug 3, 01:00 pm",1.92045,0.631637,212.377,1.435
"Aug 3, 02:00 pm",1.82612,0.632513,212.377,1.36281
"Aug 3, 03:00 pm",1.66081,0.6312,212.377,1.24172
"Aug 3, 04:00 pm",1.2972,0.630479,212.377,0.970809
"Aug 3, 05:00 pm",0.743708,0.630689,212.377,0.55638
"Aug 3, 06:00 pm",0.0611637,0.0442491,212.377,0.267669
"Aug 3, 07:00 pm",0.0114494,-1,189.689,0.267669
"Aug 3, 08:00 pm",-0.00601717,-1,168.491,0.267669
"Aug 3, 09:00 pm",-0.00269406,-1,150.332,0.267669
"Aug 3, 10:00 pm",-0.00234748,-1,137.904,0.267669
"Aug 3, 11:00 pm",-0.00214424,-1,126.118,0.267669
"Aug 4, 12:00 am",-0.00184285,-1,115.837,0.267669
"Aug 4, 01:00 am",-0.00164961,-1,106.755,0.267669
"Aug 4, 02:00 am",-0.00145866,-1,98.6597,0.267669
"Aug 4, 03:00 am",-0.00129537,-1,91.4825,0.267669
"Aug 4, 04:00 am",-0.00115603,-1,85.0872,0.267669
"Aug 4, 05:00 am",-0.00101601,-1,79.429,0.267669
"Aug 4, 06:00 am",0.00490391,-1,91.7562,0.267669
"Aug 4, 07:00 am",0.437884,0.425062,212.377,0.388353
"Aug 4, 08:00 am",1.29636,0.630981,212.377,0.969489
"Aug 4, 09:00 am",1.65753,0.630964,212.377,1.23968
"Aug 4, 10:00 am",1.81423,0.632254,212.377,1.35443
"Aug 4, 11:00 am",1.87015,0.631537,212.377,1.3976
"Aug 4, 12:00 pm",1.9295,0.63161,212.377,1.44182
"Aug 4, 01:00 pm",1.86423,0.631577,212.377,1.3931
"Aug 4, 02:00 pm",1.81735,0.632375,212.377,1.35653
"Aug 4, 03:00 pm",1.65345,0.631148,212.377,1.2363
"Aug 4, 04:00 pm",1.28876,0.630822,212.377,0.964024
"Aug 4, 05:00 pm",0.729927,0.631189,212.377,0.545682
"Aug 4, 06:00 pm",0.0567292,0.0354824,212.377,0.267669
"Aug 4, 07:00 pm",0.0112669,-1,189.535,0.267669
"Aug 4, 08:00 pm",-0.00602538,-1,168.234,0.267669
"Aug 4, 09:00 pm",-0.00264587,-1,150.294,0.267669
"Aug 4, 10:00 pm",-0.00230262,-1,138.094,0.267669
"Aug 4, 11:00 pm",-0.0021036,-1,126.532,0.267669
"Aug 5, 12:00 am",-0.00183162,-1,116.379,0.267669
"Aug 5, 01:00 am",-0.00161865,-1,107.416,0.267669
"Aug 5, 02:00 am",-0.00145296,-1,99.4109,0.267669
"Aug 5, 03:00 am",-0.00129088,-1,92.259,0.267669
"Aug 5, 04:00 am",-0.0011519,-1,85.8881,0.267669
"Aug 5, 05:00 am",-0.00101252,-1,80.2507,0.267669
"Aug 5, 06:00 am",0.00583157,-1,95.3439,0.267669
"Aug 5, 07:00 am",0.516874,0.0843887,201.904,0.514194
"Aug 5, 08:00 am",1.31498,0.63095,212.377,0.983463
"Aug 5, 09:00 am",0.446003,0.630707,212.377,0.333641
"Aug 5, 10:00 am",1.81788,0.631869,212.377,1.3579
"Aug 5, 11:00 am",1.88932,0.631557,212.377,1.4119
"Aug 5, 12:00 pm",1.94027,0.631632,212.377,1.44982
"Aug 5, 01:00 pm",1.87479,0.631592,212.377,1.40096
"Aug 5, 02:00 pm",1.76254,0.63178,212.377,1.31672
"Aug 5, 03:00 pm",0.74011,0.630963,212.377,0.553473
"Aug 5, 04:00 pm",0.956355,0.630625,212.377,0.715547
"Aug 5, 05:00 pm",0.652204,0.630925,212.377,0.487755
"Aug 5, 06:00 pm",0.035167,-1,209.414,0.267669
"Aug 5, 07:00 pm",0.00242299,-1,182.068,0.267669
"Aug 5, 08:00 pm",-0.00547541,-1,161.797,0.267669
"Aug 5, 09:00 pm",-0.00241374,-1,146.466,0.267669
"Aug 5, 10:00 pm",-0.00228507,-1,134.464,0.267669
"Aug 5, 11:00 pm",-0.00200516,-1,123.282,0.267669
"Aug 6, 12:00 am",-0.00176193,-1,113.55,0.267669
"Aug 6, 01:00 am",-0.00155957,-1,104.91,0.267669
"Aug 6, 02:00 am",-0.00138086,-1,97.2553,0.267669
"Aug 6, 03:00 am",-0.00122927,-1,90.4524,0.267669
"Aug 6, 04:00 am",-0.00109878,-1,84.3805,0.267669
"Aug 6, 05:00 am",-0.000966511,-1,79.003,0.267669
"Aug 6, 06:00 am",-0.000833169,-1,74.3314,0.267669
"Aug 6, 07:00 am",0.238096,-0.457444,203.271,0.312118
"Aug 6, 08:00 am",0.781111,0.629927,212.377,0.584993
"Aug 6, 09:00 am",1.33104,0.630914,212.377,0.995524
"Aug 6, 10:00 am",1.64852,0.630922,212.377,1.23302
"Aug 6, 11:00 am",1.138,0.63058,212.377,0.851528
"Aug 6, 12:00 pm",1.14735,0.630497,212.377,0.858627
"Aug 6, 01:00 pm",1.60646,0.630606,212.377,1.20208
"Aug 6, 02:00 pm",1.01958,0.630659,212.377,0.762822
"Aug 6, 03:00 pm",1.21703,0.631164,212.377,0.909923
"Aug 6, 04:00 pm",1.06395,0.630417,212.377,0.796293
"Aug 6, 05:00 pm",0.0366454,-1,210.628,0.267669
"Aug 6, 06:00 pm",0.0129511,-1,190.951,0.267669
"Aug 6, 07:00 pm",-0.00549256,-1,172.364,0.267669
"Aug 6, 08:00 pm",-0.00269516,-1,154.409,0.267669
"Aug 6, 09:00 pm",-0.00238706,-1,141.824,0.267669
"Aug 6, 10:00 pm",-0.00218893,-1,129.851,0.267669
"Aug 6, 11:00 pm",-0.00190625,-1,119.29,0.267669
"Aug 7, 12:00 am",-0.0016805,-1,109.981,0.267669
"Aug 7, 01:00 am",-0.00148441,-1,101.748,0.267669
"Aug 7, 02:00 am",-0.00131762,-1,94.4502,0.267669
"Aug 7, 03:00 am",-0.00117504,-1,87.951,0.267669
"Aug 7, 04:00 am",-0.00105173,-1,82.1429,0.267669
"Aug 7, 05:00 am",-0.000925767,-1,76.9946,0.267669
"Aug 7, 06:00 am",-9.77996e-05,-1,74.6321,0.267669
"Aug 7, 07:00 am",0.247223,-0.457235,210.141,0.314073
"Aug 7, 08:00 am",1.1123,0.630643,212.377,0.832224
"Aug 7, 09:00 am",1.45489,0.630351,212.377,1.08904
"Aug 7, 10:00 am",1.60639,0.630723,212.377,1.20183
"Aug 7, 11:00 am",1.76853,0.631726,212.377,1.32129
"Aug 7, 12:00 pm",1.82464,0.632442,212.377,1.36184
"Aug 7, 01:00 pm",1.75254,0.63169,212.377,1.30941
"Aug 7, 02:00 pm",1.63079,0.630984,212.377,1.21964
"Aug 7, 03:00 pm",0.118247,0.157097,212.377,0.267669
"Aug 7, 04:00 pm",0.612181,0.628847,212.377,0.45917
"Aug 7, 05:00 pm",0.0552312,0.032521,212.377,0.267669
"Aug 7, 06:00 pm",0.0249316,-1,200.958,0.267669
"Aug 7, 07:00 pm",-0.00618513,-1,181.248,0.267669
"Aug 7, 08:00 pm",-0.00299099,-1,159.937,0.267669
"Aug 7, 09:00 pm",-0.00244326,-1,146.985,0.267669
"Aug 7, 10:00 pm",-0.00228097,-1,134.566,0.267669
"Aug 7, 11:00 pm",-0.00196644,-1,123.645,0.267669
"Aug 8, 12:00 am",-0.00175442,-1,113.995,0.267669
"Aug 8, 01:00 am",-0.00154763,-1,105.41,0.267669
"Aug 8, 02:00 am",-0.00139183,-1,97.751,0.267669
"Aug 8, 03:00 am",-0.00123911,-1,90.8914,0.267669
"Aug 8, 04:00 am",-0.00112666,-1,84.7123,0.267669
"Aug 8, 05:00 am",-0.00099087,-1,79.1953,0.267669
"Aug 8, 06:00 am",0.00232698,-1,83.8998,0.267669
"Aug 8, 07:00 am",0.27888,0.288002,212.377,0.315479
"Aug 8, 08:00 am",1.11506,0.630666,212.377,0.834261
"Aug 8, 09:00 am",1.49265,0.630251,212.377,1.11747
"Aug 8, 10:00 am",1.66331,0.63109,212.377,1.24378
"Aug 8, 11:00 am",1.84026,0.63147,212.377,1.37539
"Aug 8, 12:00 pm",1.89857,0.631572,212.377,1.41878
"Aug 8, 01:00 pm",1.82424,0.632486,212.377,1.36146
"Aug 8, 02:00 pm",1.73778,0.631609,212.377,1.29853
"Aug 8, 03:00 pm",1.53847,0.630597,212.377,1.15122
"Aug 8, 04:00 pm",0.0680534,0.0578694,212.377,0.267669
"Aug 8, 05:00 pm",0.0130858,-1,191.064,0.267669
"Aug 8, 06:00 pm",-0.0058342,-1,170.716,0.267669
