"Time stamp"	Field thermal power leaving in steam | (MWt)	Field timestep-averaged outlet quality	Field timestep-averaged outlet temperature | (C)	Field total mass flow rate | (kg/s)
"Jan 5 07:00 pm"	-0.0026255	-1	105.179	0.220082
"Jan 5 08:00 pm"	-0.00093057	-1	97.013	0.220082
"Jan 5 09:00 pm"	-0.00131793	-1	89.5312	0.220082
"Jan 5 10:00 pm"	-0.00120098	-1	81.27	0.220082
"Jan 5 11:00 pm"	-0.00100558	-1	74.3472	0.220082
"Jan 6 12:00 am"	-0.000908659	-1	68.2627	0.220082
"Jan 6 01:00 am"	-0.000818404	-1	62.7577	0.220082
"Jan 6 02:00 am"	-0.000717997	-1	57.8855	0.220082
"Jan 6 03:00 am"	-0.000647476	-1	53.552	0.220082
"Jan 6 04:00 am"	-0.00057117	-1	49.696	0.220082
"Jan 6 05:00 am"	-0.000517735	-1	46.2505	0.220082
"Jan 6 06:00 am"	-0.000484726	-1	43.0737	0.220082
"Jan 6 07:00 am"	-0.000427233	-1	40.2043	0.220082
"Jan 6 08:00 am"	0.0032462	-1	50.8329	0.220082
"Jan 6 09:00 am"	0.00520648	-1	80.0891	0.220082
"Jan 6 10:00 am"	0.105573	-0.730587	194.58	0.223021
"Jan 6 11:00 am"	0.0849544	-1	189.75	0.220082
"Jan 6 12:00 pm"	-0.00638793	-1	163.706	0.220082
"Jan 6 01:00 pm"	0.278392	0.367256	212.377	0.259024
"Jan 6 02:00 pm"	0.0845757	-1	189.362	0.220082
"Jan 6 03:00 pm"	0.00299382	-1	195.419	0.220082
"Jan 6 04:00 pm"	0.0772007	-1	181.787	0.220082
"Jan 6 05:00 pm"	-0.00657589	-1	153.337	0.220082
"Jan 6 06:00 pm"	-0.0032663	-1	126.965	0.220082
"Jan 6 07:00 pm"	-0.00152835	-1	113.738	0.220082
"Jan 6 08:00 pm"	-0.00151651	-1	104.305	0.220082
"Jan 6 09:00 pm"	-0.00144928	-1	94.649	0.220082
"Jan 6 10:00 pm"	-0.00123787	-1	86.1456	0.220082
"Jan 6 11:00 pm"	-0.00111314	-1	78.6785	0.220082
"Jan 7 12:00 am"	-0.000995745	-1	71.9592	0.220082
"Jan 7 01:00 am"	-0.000888559	-1	65.9638	0.220082
"Jan 7 02:00 am"	-0.000796459	-1	60.6051	0.220082
"Jan 7 03:00 am"	-0.000716566	-1	55.7954	0.220082
"Jan 7 04:00 am"	-0.000646316	-1	51.4673	0.220082
"Jan 7 05:00 am"	-0.000584441	-1	47.5636	0.220082
"Jan 7 06:00 am"	-0.000529739	-1	44.0349	0.220082
"Jan 7 07:00 am"	-0.000481172	-1	40.8388	0.220082
"Jan 7 08:00 am"	0.00230193	-1	47.8864	0.220082
"Jan 7 09:00 am"	0.249077	-0.463199	190.988	0.270325
"Jan 7 10:00 am"	0.387078	0.605871	212.377	0.237061
"Jan 7 11:00 am"	0.0814617	-1	186.171	0.220082
"Jan 7 12:00 pm"	0.0266747	-0.824493	199.808	0.220082
"Jan 7 01:00 pm"	0.120096	0.0306052	212.377	0.220082
"Jan 7 02:00 pm"	0.191966	0.203406	212.377	0.220082
"Jan 7 03:00 pm"	0.325689	0.524925	212.377	0.220082
"Jan 7 04:00 pm"	0.0835481	-1	188.31	0.220082
"Jan 7 05:00 pm"	-0.00717471	-1	159.414	0.220082
"Jan 7 06:00 pm"	-0.00374976	-1	127.462	0.220082
"Jan 7 07:00 pm"	-0.00145074	-1	113.889	0.220082
"Jan 7 08:00 pm"	-0.00155261	-1	104.569	0.220082
"Jan 7 09:00 pm"	-0.00148608	-1	94.6019	0.220082
"Jan 7 10:00 pm"	-0.0012504	-1	85.9671	0.220082
"Jan 7 11:00 pm"	-0.00110856	-1	78.4883	0.220082
"Jan 8 12:00 am"	-0.000993175	-1	71.7899	0.220082
"Jan 8 01:00 am"	-0.000885935	-1	65.8112	0.220082
"Jan 8 02:00 am"	-0.000809823	-1	60.4089	0.220082
"Jan 8 03:00 am"	-0.000728492	-1	55.5162	0.220082
"Jan 8 04:00 am"	-0.000656654	-1	51.1164	0.220082
"Jan 8 05:00 am"	-0.000593595	-1	47.1498	0.220082
"Jan 8 06:00 am"	-0.000537865	-1	43.5652	0.220082
"Jan 8 07:00 am"	-0.000488397	-1	40.3195	0.220082
"Jan 8 08:00 am"	0.0154516	-1	94.9417	0.220082
"Jan 8 09:00 am"	0.652003	0.501647	212.377	0.467397
"Jan 8 10:00 am"	1.01592	0.604683	212.377	0.623083
"Jan 8 11:00 am"	0.997996	0.605012	212.377	0.611853
"Jan 8 12:00 pm"	0.964827	0.605308	212.377	0.591313
"Jan 8 01:00 pm"	1.00032	0.604949	212.377	0.613323
"Jan 8 02:00 pm"	0.692725	0.605782	212.377	0.424307
"Jan 8 03:00 pm"	0.508954	0.605107	212.377	0.311982
"Jan 8 04:00 pm"	0.142585	0.0846765	212.377	0.220082
"Jan 8 05:00 pm"	0.0761317	-1	180.685	0.220082
"Jan 8 06:00 pm"	-0.00854747	-1	144.736	0.220082
"Jan 8 07:00 pm"	-0.00320062	-1	112.407	0.220082
"Jan 8 08:00 pm"	-0.001031	-1	102.421	0.220082
"Jan 8 09:00 pm"	-0.0013982	-1	94.5446	0.220082
"Jan 8 10:00 pm"	-0.0013303	-1	85.5403	0.220082
"Jan 8 11:00 pm"	-0.00112597	-1	77.8083	0.220082
"Jan 9 12:00 am"	-0.0010093	-1	71.0251	0.220082
"Jan 9 01:00 am"	-0.000907022	-1	64.9129	0.220082
"Jan 9 02:00 am"	-0.00081065	-1	59.4491	0.220082
"Jan 9 03:00 am"	-0.000728688	-1	54.5554	0.220082
"Jan 9 04:00 am"	-0.000657263	-1	50.152	0.220082
"Jan 9 05:00 am"	-0.000594078	-1	46.1815	0.220082
"Jan 9 06:00 am"	-0.000538266	-1	42.594	0.220082
"Jan 9 07:00 am"	-0.000474599	-1	39.3997	0.220082
"Jan 9 08:00 am"	0.00747328	-1	65.2334	0.220082
"Jan 9 09:00 am"	0.305686	-0.197123	187.686	0.284622
"Jan 9 10:00 am"	0.690122	0.604719	212.377	0.423233
"Jan 9 11:00 am"	0.40303	0.604677	212.377	0.247173
"Jan 9 12:00 pm"	0.968714	0.60493	212.377	0.593956
"Jan 9 01:00 pm"	1.00743	0.604869	212.377	0.617739
"Jan 9 02:00 pm"	1.01604	0.604849	212.377	0.623031
"Jan 9 03:00 pm"	0.8127	0.605783	212.377	0.497798
"Jan 9 04:00 pm"	0.248426	0.339156	212.377	0.220082
"Jan 9 05:00 pm"	0.0791221	-1	183.766	0.220082
"Jan 9 06:00 pm"	-0.00773205	-1	151.841	0.220082
"Jan 9 07:00 pm"	-0.00356818	-1	119.683	0.220082
"Jan 9 08:00 pm"	-0.00129072	-1	107.393	0.220082
"Jan 9 09:00 pm"	-0.00148607	-1	98.6589	0.220082
"Jan 9 10:00 pm"	-0.00143616	-1	89.0338	0.220082
"Jan 9 11:00 pm"	-0.00120408	-1	80.7067	0.220082
"Jan 10 12:00 am"	-0.00108817	-1	73.4222	0.220082
"Jan 10 01:00 am"	-0.000975941	-1	66.8366	0.220082
"Jan 10 02:00 am"	-0.000886725	-1	60.8979	0.220082
"Jan 10 03:00 am"	-0.000795108	-1	55.545	0.220082
"Jan 10 04:00 am"	-0.000730715	-1	50.6827	0.220082
"Jan 10 05:00 am"	-0.000658956	-1	46.265	0.220082
"Jan 10 06:00 am"	-0.000595509	-1	42.2837	0.220082
"Jan 10 07:00 am"	-0.000510821	-1	38.7962	0.220082
"Jan 10 08:00 am"	0.0165704	-1	97.3954	0.220082
"Jan 10 09:00 am"	0.694997	0.53199	212.377	0.483913
"Jan 10 10:00 am"	1.03461	0.858563	212.377	0.490269
"Jan 10 11:00 am"	0.998936	0.605753	212.377	0.611905
"Jan 10 12:00 pm"	0.608367	0.606692	212.377	0.372241
"Jan 10 01:00 pm"	0.471156	0.605375	212.377	0.288722
"Jan 10 02:00 pm"	0.417903	0.605101	212.377	0.256168
"Jan 10 03:00 pm"	0.793963	0.605096	212.377	0.486708
"Jan 10 04:00 pm"	0.252603	0.349199	212.377	0.220082
"Jan 10 05:00 pm"	0.0792019	-1	183.848	0.220082
"Jan 10 06:00 pm"	-0.00770597	-1	152.04	0.220082
"Jan 10 07:00 pm"	-0.00357497	-1	119.92	0.220082
"Jan 10 08:00 pm"	-0.0012784	-1	107.645	0.220082
"Jan 10 09:00 pm"	-0.00149059	-1	98.9341	0.220082
"Jan 10 10:00 pm"	-0.001423	-1	89.3454	0.220082
"Jan 10 11:00 pm"	-0.00119259	-1	81.0995	0.220082
"Jan 11 12:00 am"	-0.00107842	-1	73.8834	0.220082
"Jan 11 01:00 am"	-0.000967518	-1	67.3565	0.220082
"Jan 11 02:00 am"	-0.000879379	-1	61.469	0.220082
"Jan 11 03:00 am"	-0.000788709	-1	56.1606	0.220082
"Jan 11 04:00 am"	-0.000709755	-1	51.3958	0.220082
"Jan 11 05:00 am"	-0.000640366	-1	47.1071	0.220082
"Jan 11 06:00 am"	-0.000579219	-1	43.2383	0.220082
"Jan 11 07:00 am"	-0.000496488	-1	39.8497	0.220082
"Jan 11 08:00 am"	0.0156285	-1	95.0919	0.220082
"Jan 11 09:00 am"	0.644056	0.501488	212.377	0.462019
"Jan 11 10:00 am"	1.00808	0.604708	212.377	0.618255
"Jan 11 11:00 am"	1.00391	0.604941	212.377	0.615531
"Jan 11 12:00 pm"	0.981942	0.60516	212.377	0.601907
"Jan 11 01:00 pm"	1.01643	0.604852	212.377	0.62327
"Jan 11 02:00 pm"	1.01854	0.604931	212.377	0.62451
"Jan 11 03:00 pm"	0.819509	0.605645	212.377	0.50205
"Jan 11 04:00 pm"	0.268719	0.387949	212.377	0.220082
"Jan 11 05:00 pm"	0.0796179	-1	184.276	0.220082
"Jan 11 06:00 pm"	-0.00759019	-1	152.993	0.220082
"Jan 11 07:00 pm"	-0.00358632	-1	121.102	0.220082
"Jan 11 08:00 pm"	-0.00129193	-1	108.701	0.220082
"Jan 11 09:00 pm"	-0.00148872	-1	99.9783	0.220082
"Jan 11 10:00 pm"	-0.00142377	-1	90.3963	0.220082
"Jan 11 11:00 pm"	-0.00119407	-1	82.1426	0.220082
"Jan 12 12:00 am"	-0.00107923	-1	74.921	0.220082
"Jan 12 01:00 am"	-0.000968208	-1	68.3905	0.220082
"Jan 12 02:00 am"	-0.000863979	-1	62.5604	0.220082
"Jan 12 03:00 am"	-0.000790719	-1	57.2881	0.220082
"Jan 12 04:00 am"	-0.000727156	-1	52.4506	0.220082
"Jan 12 05:00 am"	-0.000670716	-1	47.9985	0.220082
"Jan 12 06:00 am"	-0.000606036	-1	43.9445	0.220082
"Jan 12 07:00 am"	-0.000519931	-1	40.3942	0.220082
"Jan 12 08:00 am"	0.0168997	-1	100.129	0.220082
"Jan 12 09:00 am"	0.712235	0.550996	212.377	0.488929
"Jan 12 10:00 am"	1.06021	0.604962	212.377	0.650039
"Jan 12 11:00 am"	1.04249	0.605436	212.377	0.638818
"Jan 12 12:00 pm"	1.01401	0.604846	212.377	0.621794
"Jan 12 01:00 pm"	1.04062	0.605377	212.377	0.637718
"Jan 12 02:00 pm"	1.05157	0.605534	212.377	0.644311
"Jan 12 03:00 pm"	0.845984	0.605755	212.377	0.518204
"Jan 12 04:00 pm"	0.280326	0.415856	212.377	0.220082
"Jan 12 05:00 pm"	0.0799508	-1	184.618	0.220082
"Jan 12 06:00 pm"	-0.0075013	-1	153.741	0.220082
"Jan 12 07:00 pm"	-0.00359087	-1	122.036	0.220082
"Jan 12 08:00 pm"	-0.00129769	-1	109.571	0.220082
"Jan 12 09:00 pm"	-0.00148447	-1	100.862	0.220082
"Jan 12 10:00 pm"	-0.00143995	-1	91.234	0.220082
"Jan 12 11:00 pm"	-0.00120864	-1	82.8798	0.220082
"Jan 13 12:00 am"	-0.00109122	-1	75.5747	0.220082
"Jan 13 01:00 am"	-0.000978565	-1	68.9733	0.220082
"Jan 13 02:00 am"	-0.00088907	-1	63.0202	0.220082
"Jan 13 03:00 am"	-0.000812841	-1	57.5947	0.220082
"Jan 13 04:00 am"	-0.000746452	-1	52.6242	0.220082
"Jan 13 05:00 am"	-0.000672627	-1	48.1126	0.220082
"Jan 13 06:00 am"	-0.000622422	-1	43.9921	0.220082
"Jan 13 07:00 am"	-0.000534538	-1	40.3405	0.220082
"Jan 13 08:00 am"	0.0164132	-1	98.2963	0.220082
"Jan 13 09:00 am"	0.68924	0.531622	212.377	0.480232
"Jan 13 10:00 am"	1.04183	0.858416	212.377	0.493754
"Jan 13 11:00 am"	1.03399	0.859061	212.377	0.489754
"Jan 13 12:00 pm"	1.01535	0.605835	212.377	0.621901
"Jan 13 01:00 pm"	1.03638	0.605306	212.377	0.635171
"Jan 13 02:00 pm"	1.0409	0.605404	212.377	0.637872
"Jan 13 03:00 pm"	0.83513	0.604932	212.377	0.512043
"Jan 13 04:00 pm"	0.281842	0.419502	212.377	0.220082
"Jan 13 05:00 pm"	0.0797405	-1	184.402	0.220082
"Jan 13 06:00 pm"	-0.00753161	-1	153.372	0.220082
"Jan 13 07:00 pm"	-0.00364033	-1	121.439	0.220082
"Jan 13 08:00 pm"	-0.00134587	-1	108.641	0.220082
"Jan 13 09:00 pm"	-0.00152025	-1	99.6676	0.220082
"Jan 13 10:00 pm"	-0.00145239	-1	89.8948	0.220082
"Jan 13 11:00 pm"	-0.00121946	-1	81.4648	0.220082
"Jan 14 12:00 am"	-0.00110052	-1	74.0932	0.220082
"Jan 14 01:00 am"	-0.000986547	-1	67.4349	0.220082
"Jan 14 02:00 am"	-0.000896042	-1	61.4325	0.220082
"Jan 14 03:00 am"	-0.000803193	-1	56.0239	0.220082
"Jan 14 04:00 am"	-0.000722426	-1	51.1715	0.220082
"Jan 14 05:00 am"	-0.000666566	-1	46.7486	0.220082
"Jan 14 06:00 am"	-0.000602493	-1	42.7189	0.220082
"Jan 14 07:00 am"	-0.000516792	-1	39.1899	0.220082
"Jan 14 08:00 am"	0.0157787	-1	94.9251	0.220082
"Jan 14 09:00 am"	0.652933	0.504903	212.377	0.466723
"Jan 14 10:00 am"	1.01971	0.857951	212.377	0.483471
"Jan 14 11:00 am"	1.01189	0.605575	212.377	0.619965
"Jan 14 12:00 pm"	0.992818	0.605039	212.377	0.608659
"Jan 14 01:00 pm"	1.02108	0.604985	212.377	0.626027
"Jan 14 02:00 pm"	1.04794	0.605484	212.377	0.642125
"Jan 14 03:00 pm"	0.850363	0.605723	212.377	0.520906
"Jan 14 04:00 pm"	0.301856	0.467623	212.377	0.220082
"Jan 14 05:00 pm"	0.0802299	-1	184.905	0.220082
"Jan 14 06:00 pm"	-0.00741455	-1	154.42	0.220082
"Jan 14 07:00 pm"	-0.00367553	-1	122.625	0.220082
"Jan 14 08:00 pm"	-0.0013813	-1	109.542	0.220082
"Jan 14 09:00 pm"	-0.00153251	-1	100.448	0.220082
"Jan 14 10:00 pm"	-0.00148401	-1	90.5276	0.220082
"Jan 14 11:00 pm"	-0.00126539	-1	81.8349	0.220082
"Jan 15 12:00 am"	-0.00113932	-1	74.1912	0.220082
"Jan 15 01:00 am"	-0.00101975	-1	67.3025	0.220082
"Jan 15 02:00 am"	-0.000908784	-1	61.1617	0.220082
"Jan 15 03:00 am"	-0.00081408	-1	55.6784	0.220082
"Jan 15 04:00 am"	-0.000732089	-1	50.7594	0.220082
"Jan 15 05:00 am"	-0.000659983	-1	46.3353	0.220082
"Jan 15 06:00 am"	-0.000596537	-1	42.3471	0.220082
"Jan 15 07:00 am"	-0.000526061	-1	38.7987	0.220082
"Jan 15 08:00 am"	0.00486021	-1	55.0137	0.220082
"Jan 15 09:00 am"	0.551226	0.422046	212.377	0.382681
"Jan 15 10:00 am"	1.083	0.605291	212.377	0.663756
"Jan 15 11:00 am"	1.05425	0.605567	212.377	0.64593
"Jan 15 12:00 pm"	1.03297	0.605273	212.377	0.633107
"Jan 15 01:00 pm"	1.05827	0.605584	212.377	0.648382
"Jan 15 02:00 pm"	1.06509	0.60565	212.377	0.652509
"Jan 15 03:00 pm"	0.856219	0.605687	212.377	0.524515
"Jan 15 04:00 pm"	0.189821	0.198248	212.377	0.220082
"Jan 15 05:00 pm"	0.0781411	-1	182.756	0.220082
"Jan 15 06:00 pm"	-0.00809922	-1	149.244	0.220082
"Jan 15 07:00 pm"	-0.00346106	-1	116.509	0.220082
"Jan 15 08:00 pm"	-0.00116465	-1	105.204	0.220082
"Jan 15 09:00 pm"	-0.0014437	-1	96.9006	0.220082
"Jan 15 10:00 pm"	-0.00139017	-1	87.5469	0.220082
"Jan 15 11:00 pm"	-0.0011604	-1	79.5167	0.220082
"Jan 16 12:00 am"	-0.00103606	-1	72.5455	0.220082
"Jan 16 01:00 am"	-0.000947134	-1	66.2101	0.220082
"Jan 16 02:00 am"	-0.000845803	-1	60.5031	0.220082
"Jan 16 03:00 am"	-0.000743636	-1	55.4582	0.220082
"Jan 16 04:00 am"	-0.000670269	-1	50.9665	0.220082
"Jan 16 05:00 am"	-0.000605699	-1	46.9165	0.220082
"Jan 16 06:00 am"	-0.000548515	-1	43.2585	0.220082
"Jan 16 07:00 am"	-0.000483652	-1	40.0021	0.220082
"Jan 16 08:00 am"	0.0161118	-1	97.0117	0.220082
"Jan 16 09:00 am"	0.668027	0.518542	212.377	0.471417
"Jan 16 10:00 am"	1.03273	0.858421	212.377	0.489439
"Jan 16 11:00 am"	0.7711	0.606653	212.377	0.47184
"Jan 16 12:00 pm"	0.583283	0.605575	212.377	0.357353
"Jan 16 01:00 pm"	0.661329	0.606456	212.377	0.404759
"Jan 16 02:00 pm"	0.748876	0.60488	212.377	0.459182
"Jan 16 03:00 pm"	0.102952	-1	207.97	0.220082
"Jan 16 04:00 pm"	0.10234	-1	207.357	0.220082
"Jan 16 05:00 pm"	-0.00798556	-1	180.643	0.220082
"Jan 16 06:00 pm"	-0.00416628	-1	140.071	0.220082
"Jan 16 07:00 pm"	-0.00161461	-1	125.699	0.220082
"Jan 16 08:00 pm"	-0.0018983	-1	114.491	0.220082
"Jan 16 09:00 pm"	-0.00174337	-1	102.621	0.220082
"Jan 16 10:00 pm"	-0.00145379	-1	92.5728	0.220082
"Jan 16 11:00 pm"	-0.00128724	-1	83.8771	0.220082
"Jan 17 12:00 am"	-0.00114586	-1	76.1218	0.220082
"Jan 17 01:00 am"	-0.00101685	-1	69.2383	0.220082
"Jan 17 02:00 am"	-0.000924023	-1	63.0503	0.220082
"Jan 17 03:00 am"	-0.000843927	-1	57.4107	0.220082
"Jan 17 04:00 am"	-0.000757867	-1	52.3125	0.220082
"Jan 17 05:00 am"	-0.000682501	-1	47.7337	0.220082
"Jan 17 06:00 am"	-0.000616455	-1	43.6089	0.220082
"Jan 17 07:00 am"	-0.000558118	-1	39.8845	0.220082
"Jan 17 08:00 am"	0.0146722	-1	91.5272	0.220082
"Jan 17 09:00 am"	0.602404	0.469286	212.377	0.446632
"Jan 17 10:00 am"	1.00207	0.604748	212.377	0.614537
"Jan 17 11:00 am"	0.985155	0.60512	212.377	0.603904
"Jan 17 12:00 pm"	0.980989	0.605137	212.377	0.601338
"Jan 17 01:00 pm"	1.0022	0.604926	212.377	0.614494
"Jan 17 02:00 pm"	1.04574	0.605437	212.377	0.640811
"Jan 17 03:00 pm"	0.851053	0.605702	212.377	0.521341
"Jan 17 04:00 pm"	0.323155	0.518834	212.377	0.220082
"Jan 17 05:00 pm"	0.0802614	-1	184.938	0.220082
"Jan 17 06:00 pm"	-0.00734872	-1	154.721	0.220082
"Jan 17 07:00 pm"	-0.00374884	-1	122.861	0.220082
"Jan 17 08:00 pm"	-0.00145946	-1	109.205	0.220082
"Jan 17 09:00 pm"	-0.00157556	-1	99.7584	0.220082
"Jan 17 10:00 pm"	-0.00150501	-1	89.6464	0.220082
"Jan 17 11:00 pm"	-0.001267	-1	80.8878	0.220082
