"Time stamp"	Field thermal power leaving in steam | (MWt)	Field timestep-averaged outlet quality	Field timestep-averaged outlet temperature | (C)	Field total mass flow rate | (kg/s)
"Feb 25 12:00 pm"	1.48757	0.605257	212.377	0.911786
"Feb 25 01:00 pm"	1.45035	0.60531	212.377	0.888916
"Feb 25 02:00 pm"	1.44928	0.605295	212.377	0.888271
"Feb 25 03:00 pm"	1.2619	0.60581	212.377	0.772952
"Feb 25 04:00 pm"	0.777891	0.605968	212.377	0.476374
"Feb 25 05:00 pm"	0.117003	0.0231669	212.377	0.220082
"Feb 25 06:00 pm"	0.0719188	-1	176.329	0.220082
"Feb 25 07:00 pm"	-0.00894296	-1	137.292	0.220082
"Feb 25 08:00 pm"	-0.00278978	-1	107.039	0.220082
"Feb 25 09:00 pm"	-0.000957779	-1	98.336	0.220082
"Feb 25 10:00 pm"	-0.00136536	-1	90.6625	0.220082
"Feb 25 11:00 pm"	-0.00127399	-1	81.9817	0.220082
"Feb 26 12:00 am"	-0.00108287	-1	74.5649	0.220082
"Feb 26 01:00 am"	-0.000974236	-1	68.0235	0.220082
"Feb 26 02:00 am"	-0.000891788	-1	62.062	0.220082
"Feb 26 03:00 am"	-0.000797628	-1	56.6862	0.220082
"Feb 26 04:00 am"	-0.000717277	-1	51.8698	0.220082
"Feb 26 05:00 am"	-0.000647258	-1	47.5345	0.220082
"Feb 26 06:00 am"	-0.000570609	-1	43.6798	0.220082
"Feb 26 07:00 am"	0.00128891	-1	46.8007	0.220082
"Feb 26 08:00 am"	0.339666	0.274914	212.377	0.294558
"Feb 26 09:00 am"	1.24577	0.60566	212.377	0.763204
"Feb 26 10:00 am"	0.990258	0.605247	212.377	0.606943
"Feb 26 11:00 am"	1.52303	0.605072	212.377	0.933725
"Feb 26 12:00 pm"	1.5672	0.605339	212.377	0.960509
"Feb 26 01:00 pm"	1.51765	0.60532	212.377	0.930154
"Feb 26 02:00 pm"	1.51034	0.605282	212.377	0.925718
"Feb 26 03:00 pm"	1.32133	0.605289	212.377	0.80985
"Feb 26 04:00 pm"	0.828513	0.605552	212.377	0.507621
"Feb 26 05:00 pm"	0.1216	0.0342211	212.377	0.220082
"Feb 26 06:00 pm"	0.0733961	-1	177.858	0.220082
"Feb 26 07:00 pm"	-0.00888256	-1	139.543	0.220082
"Feb 26 08:00 pm"	-0.00285345	-1	108.704	0.220082
"Feb 26 09:00 pm"	-0.000937535	-1	99.9797	0.220082
"Feb 26 10:00 pm"	-0.00133931	-1	92.4781	0.220082
"Feb 26 11:00 pm"	-0.00127409	-1	83.8621	0.220082
"Feb 27 12:00 am"	-0.00108117	-1	76.4529	0.220082
"Feb 27 01:00 am"	-0.000972506	-1	69.9257	0.220082
"Feb 27 02:00 am"	-0.00089053	-1	63.9749	0.220082
"Feb 27 03:00 am"	-0.000796477	-1	58.608	0.220082
"Feb 27 04:00 am"	-0.000716235	-1	53.7997	0.220082
"Feb 27 05:00 am"	-0.000661363	-1	49.4141	0.220082
"Feb 27 06:00 am"	-0.000583127	-1	45.4729	0.220082
"Feb 27 07:00 am"	-0.00047124	-1	42.1718	0.220082
"Feb 27 08:00 am"	-0.000373717	-1	39.5476	0.220082
"Feb 27 09:00 am"	0.000462311	-1	40.2296	0.220082
"Feb 27 10:00 am"	0.00205979	-1	49.3217	0.220082
"Feb 27 11:00 am"	0.00521645	-1	74.6376	0.220082
"Feb 27 12:00 pm"	0.00239014	-1	99.0988	0.220082
"Feb 27 01:00 pm"	0.000175453	-1	105.854	0.220082
"Feb 27 02:00 pm"	-0.00114561	-1	101.888	0.220082
"Feb 27 03:00 pm"	0.0016743	-1	104.491	0.220082
"Feb 27 04:00 pm"	-0.00142058	-1	104.931	0.220082
"Feb 27 05:00 pm"	-0.00146968	-1	94.7841	0.220082
"Feb 27 06:00 pm"	-0.00124642	-1	86.2513	0.220082
"Feb 27 07:00 pm"	-0.00113109	-1	78.6941	0.220082
"Feb 27 08:00 pm"	-0.00101321	-1	71.8535	0.220082
"Feb 27 09:00 pm"	-0.000918276	-1	65.6991	0.220082
"Feb 27 10:00 pm"	-0.000838505	-1	60.0989	0.220082
"Feb 27 11:00 pm"	-0.000753485	-1	55.0332	0.220082
"Feb 28 12:00 am"	-0.000693769	-1	50.4243	0.220082
"Feb 28 01:00 am"	-0.000626478	-1	46.2305	0.220082
"Feb 28 02:00 am"	-0.000566851	-1	42.4463	0.220082
"Feb 28 03:00 am"	-0.000514183	-1	39.0236	0.220082
"Feb 28 04:00 am"	-0.0004815	-1	35.8677	0.220082
"Feb 28 05:00 am"	-0.000438333	-1	32.9641	0.220082
"Feb 28 06:00 am"	-0.00038585	-1	30.3786	0.220082
"Feb 28 07:00 am"	0.00169995	-1	35.5156	0.220082
"Feb 28 08:00 am"	0.331946	0.240389	212.377	0.296675
"Feb 28 09:00 am"	1.27124	0.60669	212.377	0.77788
"Feb 28 10:00 am"	1.50688	0.605164	212.377	0.92372
"Feb 28 11:00 am"	1.48895	0.605273	212.377	0.912613
"Feb 28 12:00 pm"	1.53267	0.605265	212.377	0.939422
"Feb 28 01:00 pm"	0.0875026	-1	192.352	0.220082
"Feb 28 02:00 pm"	-0.00835002	-1	156.344	0.220082
"Feb 28 03:00 pm"	0.524328	0.430917	212.377	0.408156
"Feb 28 04:00 pm"	0.36745	0.605136	212.377	0.225232
"Feb 28 05:00 pm"	0.133225	0.0621707	212.377	0.220082
"Feb 28 06:00 pm"	0.0766328	-1	181.202	0.220082
"Feb 28 07:00 pm"	-0.00845652	-1	145.684	0.220082
"Feb 28 08:00 pm"	-0.00313252	-1	113.78	0.220082
"Feb 28 09:00 pm"	-0.000980754	-1	104.188	0.220082
"Feb 28 10:00 pm"	-0.00136108	-1	96.5874	0.220082
"Feb 28 11:00 pm"	-0.00129813	-1	87.8071	0.220082
"Mar 1 12:00 am"	-0.00109781	-1	80.273	0.220082
"Mar 1 01:00 am"	-0.000985326	-1	73.6596	0.220082
"Mar 1 02:00 am"	-0.000902378	-1	67.6321	0.220082
"Mar 1 03:00 am"	-0.000822521	-1	62.1362	0.220082
"Mar 1 04:00 am"	-0.000739077	-1	57.1712	0.220082
"Mar 1 05:00 am"	-0.000666263	-1	52.7067	0.220082
"Mar 1 06:00 am"	-0.00060204	-1	48.6823	0.220082
"Mar 1 07:00 am"	0.00265856	-1	56.6811	0.220082
"Mar 1 08:00 am"	0.476449	0.345878	212.377	0.359346
"Mar 1 09:00 am"	1.35635	0.605462	212.377	0.831145
"Mar 1 10:00 am"	1.59034	0.605304	212.377	0.974734
"Mar 1 11:00 am"	1.59134	0.60541	212.377	0.975223
"Mar 1 12:00 pm"	1.63871	0.605531	212.377	1.00412
"Mar 1 01:00 pm"	1.5922	0.605426	212.377	0.975732
"Mar 1 02:00 pm"	1.57985	0.605385	212.377	0.96821
"Mar 1 03:00 pm"	1.39883	0.605723	212.377	0.856924
"Mar 1 04:00 pm"	0.910836	0.605074	212.377	0.558372
"Mar 1 05:00 pm"	0.150869	0.104594	212.377	0.220082
"Mar 1 06:00 pm"	0.0769387	-1	181.517	0.220082
"Mar 1 07:00 pm"	-0.00839951	-1	146.308	0.220082
"Mar 1 08:00 pm"	-0.00313473	-1	114.465	0.220082
"Mar 1 09:00 pm"	-0.00097518	-1	104.891	0.220082
"Mar 1 10:00 pm"	-0.00137384	-1	97.2619	0.220082
"Mar 1 11:00 pm"	-0.00129228	-1	88.4682	0.220082
"Mar 2 12:00 am"	-0.00109226	-1	80.9739	0.220082
"Mar 2 01:00 am"	-0.000997304	-1	74.3307	0.220082
"Mar 2 02:00 am"	-0.000896795	-1	68.291	0.220082
"Mar 2 03:00 am"	-0.00081727	-1	62.8324	0.220082
"Mar 2 04:00 am"	-0.000734672	-1	57.8985	0.220082
"Mar 2 05:00 am"	-0.000677474	-1	53.4035	0.220082
"Mar 2 06:00 am"	-0.000597259	-1	49.3661	0.220082
"Mar 2 07:00 am"	0.00320248	-1	59.3564	0.220082
"Mar 2 08:00 am"	0.511852	0.391399	212.377	0.369372
"Mar 2 09:00 am"	1.37743	0.605463	212.377	0.844066
"Mar 2 10:00 am"	1.60535	0.605353	212.377	0.98388
"Mar 2 11:00 am"	1.62567	0.605504	212.377	0.99616
"Mar 2 12:00 pm"	1.66446	0.604869	212.377	1.02068
"Mar 2 01:00 pm"	1.6155	0.6055	212.377	0.989933
"Mar 2 02:00 pm"	1.59616	0.605426	212.377	0.978159
"Mar 2 03:00 pm"	1.40569	0.605704	212.377	0.861145
"Mar 2 04:00 pm"	0.531766	0.606311	212.377	0.325512
"Mar 2 05:00 pm"	0.149852	0.102148	212.377	0.220082
"Mar 2 06:00 pm"	0.0773013	-1	181.891	0.220082
"Mar 2 07:00 pm"	-0.00832924	-1	147.045	0.220082
"Mar 2 08:00 pm"	-0.00310788	-1	115.404	0.220082
"Mar 2 09:00 pm"	-0.000919118	-1	106.119	0.220082
"Mar 2 10:00 pm"	-0.00128935	-1	98.9712	0.220082
"Mar 2 11:00 pm"	-0.00122166	-1	90.6767	0.220082
"Mar 3 12:00 am"	-0.00103136	-1	83.6065	0.220082
"Mar 3 01:00 am"	-0.000928205	-1	77.3931	0.220082
"Mar 3 02:00 am"	-0.000836708	-1	71.7727	0.220082
"Mar 3 03:00 am"	-0.000749258	-1	66.7374	0.220082
"Mar 3 04:00 am"	-0.00069006	-1	62.1609	0.220082
"Mar 3 05:00 am"	-0.00062339	-1	57.9933	0.220082
"Mar 3 06:00 am"	-0.000549424	-1	54.2875	0.220082
"Mar 3 07:00 am"	0.00312621	-1	64.1268	0.220082
"Mar 3 08:00 am"	0.376564	-0.195843	196.641	0.319349
"Mar 3 09:00 am"	1.29518	0.605763	212.377	0.793384
"Mar 3 10:00 am"	1.50723	0.605201	212.377	0.923895
"Mar 3 11:00 am"	0.578455	0.606496	212.377	0.354018
"Mar 3 12:00 pm"	0.772931	0.605416	212.377	0.473638
"Mar 3 01:00 pm"	0.873875	0.605328	212.377	0.535555
"Mar 3 02:00 pm"	0.946772	0.605407	212.377	0.580181
"Mar 3 03:00 pm"	0.392417	0.60568	212.377	0.240384
"Mar 3 04:00 pm"	0.686407	0.605102	212.377	0.420768
"Mar 3 05:00 pm"	0.134666	0.0656359	212.377	0.220082
"Mar 3 06:00 pm"	0.0758453	-1	180.389	0.220082
"Mar 3 07:00 pm"	-0.00859164	-1	143.988	0.220082
"Mar 3 08:00 pm"	-0.00293868	-1	112.81	0.220082
"Mar 3 09:00 pm"	-0.000871351	-1	104.178	0.220082
"Mar 3 10:00 pm"	-0.00126781	-1	97.1766	0.220082
"Mar 3 11:00 pm"	-0.00120636	-1	89.0045	0.220082
"Mar 4 12:00 am"	-0.00101967	-1	82.0197	0.220082
"Mar 4 01:00 am"	-0.00093553	-1	75.8065	0.220082
"Mar 4 02:00 am"	-0.000842885	-1	70.1399	0.220082
"Mar 4 03:00 am"	-0.000770031	-1	65.0081	0.220082
"Mar 4 04:00 am"	-0.000693357	-1	60.3606	0.220082
"Mar 4 05:00 am"	-0.00062602	-1	56.1744	0.220082
"Mar 4 06:00 am"	-0.000551894	-1	52.4513	0.220082
"Mar 4 07:00 am"	-0.000458196	-1	49.2859	0.220082
"Mar 4 08:00 am"	0.0187815	-1	115.743	0.220082
"Mar 4 09:00 am"	0.323977	0.475943	212.377	0.249646
"Mar 4 10:00 am"	0.308172	0.482808	212.377	0.220082
"Mar 4 11:00 am"	0.937246	0.604741	212.377	0.574786
"Mar 4 12:00 pm"	0.240939	0.321156	212.377	0.220082
"Mar 4 01:00 pm"	0.0846192	-1	189.407	0.220082
"Mar 4 02:00 pm"	0.00187201	-1	192.229	0.220082
"Mar 4 03:00 pm"	0.281662	0.457515	212.377	0.220082
"Mar 4 04:00 pm"	0.337275	0.552782	212.377	0.220082
"Mar 4 05:00 pm"	0.0834009	-1	188.159	0.220082
"Mar 4 06:00 pm"	-0.00649626	-1	161.577	0.220082
"Mar 4 07:00 pm"	-0.00353039	-1	132.826	0.220082
"Mar 4 08:00 pm"	-0.00150916	-1	119.262	0.220082
"Mar 4 09:00 pm"	-0.00152151	-1	109.923	0.220082
"Mar 4 10:00 pm"	-0.00146937	-1	100.159	0.220082
"Mar 4 11:00 pm"	-0.00124677	-1	91.5836	0.220082
"Mar 5 12:00 am"	-0.00110374	-1	84.1394	0.220082
"Mar 5 01:00 am"	-0.000988168	-1	77.4814	0.220082
"Mar 5 02:00 am"	-0.000898018	-1	71.4755	0.220082
"Mar 5 03:00 am"	-0.000804754	-1	66.0623	0.220082
"Mar 5 04:00 am"	-0.000723655	-1	61.2065	0.220082
"Mar 5 05:00 am"	-0.000652549	-1	56.8379	0.220082
"Mar 5 06:00 am"	-0.000575233	-1	52.9544	0.220082
"Mar 5 07:00 am"	-0.000438364	-1	49.7915	0.220082
"Mar 5 08:00 am"	-0.000408931	-1	47.1457	0.220082
"Mar 5 09:00 am"	0.00436889	-1	61.8774	0.220082
"Mar 5 10:00 am"	0.3964	-0.195882	206.674	0.326203
"Mar 5 11:00 am"	0.970716	0.605152	212.377	0.59503
"Mar 5 12:00 pm"	0.375966	0.606105	212.377	0.230193
"Mar 5 01:00 pm"	0.232591	0.301085	212.377	0.220082
"Mar 5 02:00 pm"	0.100766	-1	205.778	0.220082
"Mar 5 03:00 pm"	-0.000128087	-1	204.871	0.220082
"Mar 5 04:00 pm"	-0.00499967	-1	186.272	0.220082
"Mar 5 05:00 pm"	-0.00239308	-1	165.401	0.220082
"Mar 5 06:00 pm"	-0.00242329	-1	150.759	0.220082
"Mar 5 07:00 pm"	-0.00222788	-1	135.895	0.220082
"Mar 5 08:00 pm"	-0.0018647	-1	123.114	0.220082
"Mar 5 09:00 pm"	-0.00164237	-1	112.07	0.220082
"Mar 5 10:00 pm"	-0.00144488	-1	102.291	0.220082
"Mar 5 11:00 pm"	-0.00127141	-1	93.6796	0.220082
"Mar 6 12:00 am"	-0.00114297	-1	86.0046	0.220082
"Mar 6 01:00 am"	-0.00101681	-1	79.139	0.220082
"Mar 6 02:00 am"	-0.000907601	-1	73.0219	0.220082
"Mar 6 03:00 am"	-0.000829052	-1	67.4924	0.220082
"Mar 6 04:00 am"	-0.000745013	-1	62.4891	0.220082
"Mar 6 05:00 am"	-0.000671131	-1	57.9929	0.220082
"Mar 6 06:00 am"	-0.000606347	-1	53.941	0.220082
"Mar 6 07:00 am"	-0.000505883	-1	50.4458	0.220082
"Mar 6 08:00 am"	-0.000417681	-1	47.5607	0.220082
"Mar 6 09:00 am"	0.0100654	-1	82.9148	0.220082
"Mar 6 10:00 am"	0.0722894	-0.755509	184.204	0.220082
"Mar 6 11:00 am"	0.0907743	-1	195.683	0.220082
"Mar 6 12:00 pm"	0.00132858	-1	197.92	0.220082
"Mar 6 01:00 pm"	-0.00394807	-1	189.464	0.220082
"Mar 6 02:00 pm"	-0.000237005	-1	178.25	0.220082
"Mar 6 03:00 pm"	0.0869546	0.089408	212.377	0.220082
"Mar 6 04:00 pm"	0.116312	0.0215073	212.377	0.220082
"Mar 6 05:00 pm"	0.0883158	-1	193.181	0.220082
"Mar 6 06:00 pm"	-0.0086024	-1	159.283	0.220082
"Mar 6 07:00 pm"	-0.00346824	-1	123.938	0.220082
"Mar 6 08:00 pm"	-0.001162	-1	112.96	0.220082
"Mar 6 09:00 pm"	-0.00153657	-1	104.234	0.220082
"Mar 6 10:00 pm"	-0.00144978	-1	94.4148	0.220082
"Mar 6 11:00 pm"	-0.00120707	-1	86.0718	0.220082
"Mar 7 12:00 am"	-0.0010959	-1	78.754	0.220082
"Mar 7 01:00 am"	-0.00101535	-1	72.0018	0.220082
"Mar 7 02:00 am"	-0.000920836	-1	65.8289	0.220082
"Mar 7 03:00 am"	-0.000824572	-1	60.275	0.220082
"Mar 7 04:00 am"	-0.000741172	-1	55.2955	0.220082
"Mar 7 05:00 am"	-0.000667948	-1	50.8181	0.220082
"Mar 7 06:00 am"	-0.000588782	-1	46.8392	0.220082
"Mar 7 07:00 am"	0.00496291	-1	63.2409	0.220082
"Mar 7 08:00 am"	0.539322	0.431973	212.377	0.374088
"Mar 7 09:00 am"	1.36455	0.605412	212.377	0.836222
"Mar 7 10:00 am"	1.58495	0.605289	212.377	0.971446
"Mar 7 11:00 am"	1.12091	0.606072	212.377	0.686372
"Mar 7 12:00 pm"	1.63513	0.605319	212.377	1.00217
"Mar 7 01:00 pm"	1.58675	0.605413	212.377	0.97241
"Mar 7 02:00 pm"	1.54304	0.605328	212.377	0.945713
"Mar 7 03:00 pm"	1.33939	0.605893	212.377	0.820341
"Mar 7 04:00 pm"	0.85212	0.605942	212.377	0.52185
"Mar 7 05:00 pm"	0.158621	0.123233	212.377	0.220082
"Mar 7 06:00 pm"	0.0765852	-1	181.153	0.220082
"Mar 7 07:00 pm"	-0.0084162	-1	145.882	0.220082
"Mar 7 08:00 pm"	-0.00326178	-1	113.523	0.220082
"Mar 7 09:00 pm"	-0.00107635	-1	103.169	0.220082
"Mar 7 10:00 pm"	-0.00142365	-1	95.0993	0.220082
"Mar 7 11:00 pm"	-0.00133949	-1	85.9915	0.220082
"Mar 8 12:00 am"	-0.00113381	-1	78.2051	0.220082
"Mar 8 01:00 am"	-0.00101556	-1	71.3779	0.220082
"Mar 8 02:00 am"	-0.000928759	-1	65.1665	0.220082
"Mar 8 03:00 am"	-0.000829766	-1	59.5699	0.220082
"Mar 8 04:00 am"	-0.000745223	-1	54.5617	0.220082
"Mar 8 05:00 am"	-0.000671818	-1	50.0582	0.220082
"Mar 8 06:00 am"	-0.000577473	-1	46.1116	0.220082
"Mar 8 07:00 am"	0.00215958	-1	52.376	0.220082
"Mar 8 08:00 am"	0.0180518	-1	124.34	0.220082
"Mar 8 09:00 am"	0.930837	0.792491	212.377	0.481997
"Mar 8 10:00 am"	1.21434	0.607359	212.377	0.742486
"Mar 8 11:00 am"	0.890752	0.605319	212.377	0.545904
"Mar 8 12:00 pm"	0.88223	0.605262	212.377	0.540717
"Mar 8 01:00 pm"	0.322144	0.516403	212.377	0.220082
"Mar 8 02:00 pm"	0.122842	0.0372063	212.377	0.220082
"Mar 8 03:00 pm"	0.0792804	-1	183.929	0.220082
"Mar 8 04:00 pm"	-0.00853797	-1	148.588	0.220082
"Mar 8 05:00 pm"	-0.00314656	-1	115.965	0.220082
"Mar 8 06:00 pm"	-0.000984977	-1	106.431	0.220082
"Mar 8 07:00 pm"	-0.00138869	-1	98.6959	0.220082
"Mar 8 08:00 pm"	-0.00131795	-1	89.7661	0.220082
"Mar 8 09:00 pm"	-0.00109602	-1	82.1919	0.220082
"Mar 8 10:00 pm"	-0.00100092	-1	75.5278	0.220082
"Mar 8 11:00 pm"	-0.000900074	-1	69.4666	0.220082
"Mar 9 12:00 am"	-0.000804249	-1	64.0495	0.220082
"Mar 9 01:00 am"	-0.00073851	-1	59.1383	0.220082
"Mar 9 02:00 am"	-0.000666038	-1	54.6757	0.220082
"Mar 9 03:00 am"	-0.000616462	-1	50.5978	0.220082
"Mar 9 04:00 am"	-0.000558219	-1	46.8736	0.220082
"Mar 9 05:00 am"	-0.000506374	-1	43.505	0.220082
"Mar 9 06:00 am"	-0.00044636	-1	40.5049	0.220082
"Mar 9 07:00 am"	-0.000379282	-1	37.9239	0.220082
"Mar 9 08:00 am"	0.00304912	-1	47.9758	0.220082
"Mar 9 09:00 am"	0.0150785	-1	112.155	0.220082
"Mar 9 10:00 am"	0.0031819	-1	168.911	0.220082
"Mar 9 11:00 am"	0.00467911	-1	190.684	0.220082
"Mar 9 12:00 pm"	-0.00236135	-1	196.056	0.220082
"Mar 9 01:00 pm"	-0.00212957	-1	180.8	0.220082
"Mar 9 02:00 pm"	0.00438452	-1	190.531	0.220082
"Mar 9 03:00 pm"	1.35008	0.67127	212.377	0.806821
"Mar 9 04:00 pm"	0.888899	0.605469	212.377	0.544674
"Mar 9 05:00 pm"	0.171812	0.15495	212.377	0.220082
"Mar 9 06:00 pm"	0.0775992	-1	182.198	0.220082
"Mar 9 07:00 pm"	-0.00822592	-1	147.955	0.220082
"Mar 9 08:00 pm"	-0.00333744	-1	115.557	0.220082
"Mar 9 09:00 pm"	-0.00110025	-1	104.885	0.220082
"Mar 9 10:00 pm"	-0.0014304	-1	96.7613	0.220082
"Mar 9 11:00 pm"	-0.00135206	-1	87.5878	0.220082
"Mar 10 12:00 am"	-0.0011444	-1	79.7273	0.220082
"Mar 10 01:00 am"	-0.00102392	-1	72.8425	0.220082
"Mar 10 02:00 am"	-0.00091989	-1	66.6436	0.220082
"Mar 10 03:00 am"	-0.000821889	-1	61.1033	0.220082
"Mar 10 04:00 am"	-0.000738455	-1	56.1429	0.220082
"Mar 10 05:00 am"	-0.000665834	-1	51.6811	0.220082
"Mar 10 06:00 am"	-0.000586895	-1	47.7153	0.220082
"Mar 10 07:00 am"	0.00656363	-1	69.9233	0.220082
"Mar 10 08:00 am"	0.111864	-0.730703	196.043	0.224851
"Mar 10 09:00 am"	1.39523	0.60585	212.377	0.854592
"Mar 10 10:00 am"	1.60756	0.605339	212.377	0.985245
"Mar 10 11:00 am"	1.65006	0.605568	212.377	1.01103
"Mar 10 12:00 pm"	1.68994	0.605413	212.377	1.03566
"Mar 10 01:00 pm"	1.65359	0.605611	212.377	1.01315
"Mar 10 02:00 pm"	1.60937	0.605458	212.377	0.986222
"Mar 10 03:00 pm"	1.41961	0.605512	212.377	0.86987
"Mar 10 04:00 pm"	0.927974	0.605879	212.377	0.568349
"Mar 10 05:00 pm"	0.18335	0.182691	212.377	0.220082
"Mar 10 06:00 pm"	0.0783514	-1	182.973	0.220082
"Mar 10 07:00 pm"	-0.00810058	-1	149.441	0.220082
"Mar 10 08:00 pm"	-0.00337162	-1	117.046	0.220082
"Mar 10 09:00 pm"	-0.00107608	-1	106.354	0.220082
"Mar 10 10:00 pm"	-0.00139862	-1	98.448	0.220082
"Mar 10 11:00 pm"	-0.00133122	-1	89.4389	0.220082
"Mar 11 12:00 am"	-0.00112621	-1	81.7046	0.220082
"Mar 11 01:00 am"	-0.00100774	-1	74.9334	0.220082
"Mar 11 02:00 am"	-0.000906041	-1	68.8328	0.220082
"Mar 11 03:00 am"	-0.000809847	-1	63.3773	0.220082
"Mar 11 04:00 am"	-0.000743309	-1	58.4323	0.220082
"Mar 11 05:00 am"	-0.000670241	-1	53.9404	0.220082
"Mar 11 06:00 am"	-0.000590617	-1	49.9493	0.220082
"Mar 11 07:00 am"	0.00652897	-1	72.0161	0.220082
"Mar 11 08:00 am"	0.566382	0.465042	212.377	0.384111
"Mar 11 09:00 am"	1.33922	0.605447	212.377	0.820665
"Mar 11 10:00 am"	1.55	0.605234	212.377	0.950081
"Mar 11 11:00 am"	1.59049	0.605389	212.377	0.974728
"Mar 11 12:00 pm"	1.61788	0.605468	212.377	0.991424
"Mar 11 01:00 pm"	1.57718	0.605386	212.377	0.966575
"Mar 11 02:00 pm"	0.157389	0.12027	212.377	0.220082
"Mar 11 03:00 pm"	1.30459	0.601042	212.377	0.803539
"Mar 11 04:00 pm"	0.871378	0.605841	212.377	0.533707
"Mar 11 05:00 pm"	0.171861	0.155066	212.377	0.220082
"Mar 11 06:00 pm"	0.077946	-1	182.555	0.220082
"Mar 11 07:00 pm"	-0.00819013	-1	148.513	0.220082
"Mar 11 08:00 pm"	-0.00329385	-1	116.315	0.220082
"Mar 11 09:00 pm"	-0.0010573	-1	105.94	0.220082
"Mar 11 10:00 pm"	-0.00139741	-1	98.0566	0.220082
"Mar 11 11:00 pm"	-0.00134146	-1	89.0137	0.220082
"Mar 12 12:00 am"	-0.00111801	-1	81.2828	0.220082
"Mar 12 01:00 am"	-0.00101766	-1	74.4967	0.220082
"Mar 12 02:00 am"	-0.000931137	-1	68.2718	0.220082
"Mar 12 03:00 am"	-0.000831628	-1	62.6639	0.220082
"Mar 12 04:00 am"	-0.000762326	-1	57.5875	0.220082
"Mar 12 05:00 am"	-0.000686982	-1	52.9799	0.220082
"Mar 12 06:00 am"	-0.000590548	-1	48.9435	0.220082
"Mar 12 07:00 am"	0.00753391	-1	74.6526	0.220082
"Mar 12 08:00 am"	0.614491	0.408919	212.377	0.42914
"Mar 12 09:00 am"	1.37813	0.605438	212.377	0.84452
"Mar 12 10:00 am"	1.58661	0.605304	212.377	0.972443
"Mar 12 11:00 am"	1.62209	0.605474	212.377	0.994002
"Mar 12 12:00 pm"	1.64769	0.605572	212.377	1.00957
"Mar 12 01:00 pm"	1.60415	0.605446	212.377	0.983037
"Mar 12 02:00 pm"	1.54912	0.605344	212.377	0.949418
"Mar 12 03:00 pm"	1.34232	0.605895	212.377	0.822134
"Mar 12 04:00 pm"	0.845262	0.606001	212.377	0.517614
"Mar 12 05:00 pm"	0.168386	0.146712	212.377	0.220082
"Mar 12 06:00 pm"	0.077529	-1	182.126	0.220082
"Mar 12 07:00 pm"	-0.00826491	-1	147.693	0.220082
"Mar 12 08:00 pm"	-0.00330054	-1	115.364	0.220082
"Mar 12 09:00 pm"	-0.00109557	-1	104.823	0.220082
"Mar 12 10:00 pm"	-0.00143127	-1	96.6975	0.220082
"Mar 12 11:00 pm"	-0.00135071	-1	87.5276	0.220082
"Mar 13 12:00 am"	-0.00114324	-1	79.6759	0.220082
"Mar 13 01:00 am"	-0.00102315	-1	72.7967	0.220082
"Mar 13 02:00 am"	-0.000919176	-1	66.6026	0.220082
"Mar 13 03:00 am"	-0.000821256	-1	61.0666	0.220082
"Mar 13 04:00 am"	-0.000737911	-1	56.11	0.220082
"Mar 13 05:00 am"	-0.000665356	-1	51.6515	0.220082
"Mar 13 06:00 am"	-0.00057181	-1	47.7444	0.220082
"Mar 13 07:00 am"	0.00661941	-1	70.1969	0.220082
"Mar 13 08:00 am"	0.525219	0.444496	212.377	0.364256
"Mar 13 09:00 am"	1.29698	0.605394	212.377	0.794827
"Mar 13 10:00 am"	1.51987	0.605191	212.377	0.931656
"Mar 13 11:00 am"	1.59113	0.60537	212.377	0.975143
"Mar 13 12:00 pm"	1.63541	0.605512	212.377	1.00212
"Mar 13 01:00 pm"	1.60594	0.605446	212.377	0.984135
"Mar 13 02:00 pm"	1.56065	0.605356	212.377	0.956478
"Mar 13 03:00 pm"	1.3739	0.605712	212.377	0.841659
"Mar 13 04:00 pm"	0.893933	0.605404	212.377	0.5478
"Mar 13 05:00 pm"	0.183313	0.182601	212.377	0.220082
"Mar 13 06:00 pm"	0.0781219	-1	182.737	0.220082
"Mar 13 07:00 pm"	-0.00811687	-1	149.1	0.220082
"Mar 13 08:00 pm"	-0.00338063	-1	116.666	0.220082
"Mar 13 09:00 pm"	-0.00108812	-1	105.897	0.220082
"Mar 13 10:00 pm"	-0.00138963	-1	97.9909	0.220082
"Mar 13 11:00 pm"	-0.00132315	-1	89.0381	0.220082
"Mar 14 12:00 am"	-0.00111963	-1	81.3495	0.220082
"Mar 14 01:00 am"	-0.00101871	-1	74.554	0.220082
"Mar 14 02:00 am"	-0.000915716	-1	68.3851	0.220082
"Mar 14 03:00 am"	-0.000833945	-1	62.8116	0.220082
"Mar 14 04:00 am"	-0.00074916	-1	57.7775	0.220082
"Mar 14 05:00 am"	-0.000690256	-1	53.1946	0.220082
"Mar 14 06:00 am"	-0.000608479	-1	49.0798	0.220082
"Mar 14 07:00 am"	-0.000493226	-1	45.627	0.220082
"Mar 14 08:00 am"	0.40446	0.312817	212.377	0.319403
"Mar 14 09:00 am"	0.168665	0.147383	212.377	0.220082
"Mar 14 10:00 am"	0.304537	0.47407	212.377	0.220082
"Mar 14 11:00 am"	0.103727	-1	208.745	0.220082
"Mar 14 12:00 pm"	1.02932	0.594424	212.377	0.638895
"Mar 14 01:00 pm"	0.923337	0.605849	212.377	0.565529
"Mar 14 02:00 pm"	0.77455	0.60567	212.377	0.474491
