%   T[K]              h[J/kg]             v[m3/kg]          s[J/(kg.K)]           Cp[J/kg/K]             k[W/m.K]             mu[Pa.s]                Pr[-]
  366.00   9.300934251772e+05   9.431226329945e-04   5.711590344276e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  367.00   9.333914897621e+05   9.431226329945e-04   5.720589156241e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  368.00   9.366895543469e+05   9.431226329945e-04   5.729563481641e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  369.00   9.399876189317e+05   9.431226329945e-04   5.738513453378e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  370.00   9.432856835166e+05   9.431226329945e-04   5.747439203269e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  371.00   9.465837481014e+05   9.431226329945e-04   5.756340862067e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  372.00   9.498818126862e+05   9.431226329945e-04   5.765218559469e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  373.00   9.531798772711e+05   9.431226329945e-04   5.774072424127e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  374.00   9.564779418559e+05   9.431226329945e-04   5.782902583658e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  375.00   9.597760064407e+05   9.431226329945e-04   5.791709164659e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  376.00   9.630740710255e+05   9.431226329945e-04   5.800492292714e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  377.00   9.663721356104e+05   9.431226329945e-04   5.809252092408e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  378.00   9.696702001952e+05   9.431226329945e-04   5.817988687335e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  379.00   9.729682647800e+05   9.431226329945e-04   5.826702200109e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  380.00   9.762663293649e+05   9.431226329945e-04   5.835392752374e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  381.00   9.795643939497e+05   9.431226329945e-04   5.844060464818e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  382.00   9.828624585345e+05   9.431226329945e-04   5.852705457177e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  383.00   9.861605231194e+05   9.431226329945e-04   5.861327848248e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  384.00   9.894585877042e+05   9.431226329945e-04   5.869927755901e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  385.00   9.927566522890e+05   9.431226329945e-04   5.878505297084e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  386.00   9.960547168739e+05   9.431226329945e-04   5.887060587836e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  387.00   9.993527814587e+05   9.431226329945e-04   5.895593743294e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  388.00   1.002650846044e+06   9.431226329945e-04   5.904104877707e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  389.00   1.005948910628e+06   9.431226329945e-04   5.912594104437e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  390.00   1.009246975213e+06   9.431226329945e-04   5.921061535977e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  391.00   1.012545039798e+06   9.431226329945e-04   5.929507283954e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  392.00   1.015843104383e+06   9.431226329945e-04   5.937931459139e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  393.00   1.019141168968e+06   9.431226329945e-04   5.946334171457e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  394.00   1.022439233553e+06   9.431226329945e-04   5.954715529995e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  395.00   1.025737298137e+06   9.431226329945e-04   5.963075643011e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  396.00   1.029035362722e+06   9.431226329945e-04   5.971414617941e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  397.00   1.032333427307e+06   9.431226329945e-04   5.979732561409e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  398.00   1.035631491892e+06   9.431226329945e-04   5.988029579232e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  399.00   1.038929556477e+06   9.431226329945e-04   5.996305776434e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  400.00   1.042227621061e+06   9.431226329945e-04   6.004561257247e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  401.00   1.045525685646e+06   9.431226329945e-04   6.012796125124e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  402.00   1.048823750231e+06   9.431226329945e-04   6.021010482745e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  403.00   1.052121814816e+06   9.431226329945e-04   6.029204432024e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  404.00   1.055419879401e+06   9.431226329945e-04   6.037378074118e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  405.00   1.058717943986e+06   9.431226329945e-04   6.045531509433e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  406.00   1.062016008570e+06   9.431226329945e-04   6.053664837632e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  407.00   1.065314073155e+06   9.431226329945e-04   6.061778157644e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  408.00   1.068612137740e+06   9.431226329945e-04   6.069871567668e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  409.00   1.071910202325e+06   9.431226329945e-04   6.077945165183e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  410.00   1.075208266910e+06   9.431226329945e-04   6.085999046953e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  411.00   1.078506331495e+06   9.431226329945e-04   6.094033309035e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  412.00   1.081804396079e+06   9.431226329945e-04   6.102048046787e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  413.00   1.085102460664e+06   9.431226329945e-04   6.110043354871e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  414.00   1.088400525249e+06   9.431226329945e-04   6.118019327265e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  415.00   1.091698589834e+06   9.431226329945e-04   6.125976057265e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  416.00   1.094996654419e+06   9.431226329945e-04   6.133913637493e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  417.00   1.098294719004e+06   9.431226329945e-04   6.141832159906e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  418.00   1.101592783588e+06   9.431226329945e-04   6.149731715797e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  419.00   1.104890848173e+06   9.431226329945e-04   6.157612395809e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  420.00   1.108188912758e+06   9.431226329945e-04   6.165474289933e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  421.00   1.111486977343e+06   9.431226329945e-04   6.173317487518e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  422.00   1.114785041928e+06   9.431226329945e-04   6.181142077281e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  423.00   1.118083106513e+06   9.431226329945e-04   6.188948147304e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  424.00   1.121381171097e+06   9.431226329945e-04   6.196735785049e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  425.00   1.124679235682e+06   9.431226329945e-04   6.204505077357e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  426.00   1.127977300267e+06   9.431226329945e-04   6.212256110459e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  427.00   1.131275364852e+06   9.431226329945e-04   6.219988969978e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  428.00   1.134573429437e+06   9.431226329945e-04   6.227703740936e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  429.00   1.137871494022e+06   9.431226329945e-04   6.235400507762e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  430.00   1.141169558606e+06   9.431226329945e-04   6.243079354292e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  431.00   1.144467623191e+06   9.431226329945e-04   6.250740363781e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  432.00   1.147765687776e+06   9.431226329945e-04   6.258383618902e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  433.00   1.151063752361e+06   9.431226329945e-04   6.266009201757e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  434.00   1.154361816946e+06   9.431226329945e-04   6.273617193879e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  435.00   1.157659881531e+06   9.431226329945e-04   6.281207676238e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  436.00   1.160957946115e+06   9.431226329945e-04   6.288780729245e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  437.00   1.164256010700e+06   9.431226329945e-04   6.296336432762e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  438.00   1.167554075285e+06   9.431226329945e-04   6.303874866098e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  439.00   1.170852139870e+06   9.431226329945e-04   6.311396108025e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  440.00   1.174150204455e+06   9.431226329945e-04   6.318900236773e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  441.00   1.177448269040e+06   9.431226329945e-04   6.326387330042e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  442.00   1.180746333624e+06   9.431226329945e-04   6.333857465002e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  443.00   1.184044398209e+06   9.431226329945e-04   6.341310718301e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  444.00   1.187342462794e+06   9.431226329945e-04   6.348747166068e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  445.00   1.190640527379e+06   9.431226329945e-04   6.356166883919e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  446.00   1.193938591964e+06   9.431226329945e-04   6.363569946961e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  447.00   1.197236656549e+06   9.431226329945e-04   6.370956429793e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  448.00   1.200534721133e+06   9.431226329945e-04   6.378326406519e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  449.00   1.203832785718e+06   9.431226329945e-04   6.385679950744e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  450.00   1.207130850303e+06   9.431226329945e-04   6.393017135582e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  451.00   1.210428914888e+06   9.431226329945e-04   6.400338033662e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  452.00   1.213726979473e+06   9.431226329945e-04   6.407642717128e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  453.00   1.217025044058e+06   9.431226329945e-04   6.414931257647e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  454.00   1.220323108642e+06   9.431226329945e-04   6.422203726412e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  455.00   1.223621173227e+06   9.431226329945e-04   6.429460194145e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  456.00   1.226919237812e+06   9.431226329945e-04   6.436700731104e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  457.00   1.230217302397e+06   9.431226329945e-04   6.443925407084e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  458.00   1.233515366982e+06   9.431226329945e-04   6.451134291422e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  459.00   1.236813431567e+06   9.431226329945e-04   6.458327453003e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  460.00   1.240111496151e+06   9.431226329945e-04   6.465504960261e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  461.00   1.243409560736e+06   9.431226329945e-04   6.472666881183e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  462.00   1.246707625321e+06   9.431226329945e-04   6.479813283317e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  463.00   1.250005689906e+06   9.431226329945e-04   6.486944233771e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  464.00   1.253303754491e+06   9.431226329945e-04   6.494059799218e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  465.00   1.256601819076e+06   9.431226329945e-04   6.501160045902e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  466.00   1.259899883660e+06   9.431226329945e-04   6.508245039640e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  467.00   1.263197948245e+06   9.431226329945e-04   6.515314845824e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  468.00   1.266496012830e+06   9.431226329945e-04   6.522369529428e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  469.00   1.269794077415e+06   9.431226329945e-04   6.529409155009e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  470.00   1.273092142000e+06   9.431226329945e-04   6.536433786713e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  471.00   1.276390206584e+06   9.431226329945e-04   6.543443488275e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  472.00   1.279688271169e+06   9.431226329945e-04   6.550438323025e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  473.00   1.282986335754e+06   9.431226329945e-04   6.557418353892e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  474.00   1.286284400339e+06   9.431226329945e-04   6.564383643406e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  475.00   1.289582464924e+06   9.431226329945e-04   6.571334253701e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  476.00   1.292880529509e+06   9.431226329945e-04   6.578270246519e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  477.00   1.296178594093e+06   9.431226329945e-04   6.585191683213e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  478.00   1.299476658678e+06   9.431226329945e-04   6.592098624752e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  479.00   1.302774723263e+06   9.431226329945e-04   6.598991131721e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  480.00   1.306072787848e+06   9.431226329945e-04   6.605869264328e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  481.00   1.309370852433e+06   9.431226329945e-04   6.612733082402e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  482.00   1.312668917018e+06   9.431226329945e-04   6.619582645403e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  483.00   1.315966981602e+06   9.431226329945e-04   6.626418012418e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  484.00   1.319265046187e+06   9.431226329945e-04   6.633239242170e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  485.00   1.322563110772e+06   9.431226329945e-04   6.640046393016e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  486.00   1.325861175357e+06   9.431226329945e-04   6.646839522953e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  487.00   1.329159239942e+06   9.431226329945e-04   6.653618689623e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  488.00   1.332457304527e+06   9.431226329945e-04   6.660383950310e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  489.00   1.335755369111e+06   9.431226329945e-04   6.667135361947e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  490.00   1.339053433696e+06   9.431226329945e-04   6.673872981120e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  491.00   1.342351498281e+06   9.431226329945e-04   6.680596864065e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  492.00   1.345649562866e+06   9.431226329945e-04   6.687307066679e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  493.00   1.348947627451e+06   9.431226329945e-04   6.694003644517e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  494.00   1.352245692036e+06   9.431226329945e-04   6.700686652794e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  495.00   1.355543756620e+06   9.431226329945e-04   6.707356146393e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  496.00   1.358841821205e+06   9.431226329945e-04   6.714012179864e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  497.00   1.362139885790e+06   9.431226329945e-04   6.720654807427e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  498.00   1.365437950375e+06   9.431226329945e-04   6.727284082974e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  499.00   1.368736014960e+06   9.431226329945e-04   6.733900060075e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  500.00   1.372034079545e+06   9.431226329945e-04   6.740502791977e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  501.00   1.375332144129e+06   9.431226329945e-04   6.747092331607e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  502.00   1.378630208714e+06   9.431226329945e-04   6.753668731576e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  503.00   1.381928273299e+06   9.431226329945e-04   6.760232044183e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  504.00   1.385226337884e+06   9.431226329945e-04   6.766782321412e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  505.00   1.388524402469e+06   9.431226329945e-04   6.773319614940e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  506.00   1.391822467054e+06   9.431226329945e-04   6.779843976136e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  507.00   1.395120531638e+06   9.431226329945e-04   6.786355456067e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  508.00   1.398418596223e+06   9.431226329945e-04   6.792854105495e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  509.00   1.401716660808e+06   9.431226329945e-04   6.799339974885e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  510.00   1.405014725393e+06   9.431226329945e-04   6.805813114404e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  511.00   1.408312789978e+06   9.431226329945e-04   6.812273573924e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  512.00   1.411610854563e+06   9.431226329945e-04   6.818721403024e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  513.00   1.414908919147e+06   9.431226329945e-04   6.825156650995e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  514.00   1.418206983732e+06   9.431226329945e-04   6.831579366837e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  515.00   1.421505048317e+06   9.431226329945e-04   6.837989599266e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  516.00   1.424803112902e+06   9.431226329945e-04   6.844387396714e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  517.00   1.428101177487e+06   9.431226329945e-04   6.850772807334e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  518.00   1.431399242072e+06   9.431226329945e-04   6.857145878995e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  519.00   1.434697306656e+06   9.431226329945e-04   6.863506659294e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  520.00   1.437995371241e+06   9.431226329945e-04   6.869855195550e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  521.00   1.441293435826e+06   9.431226329945e-04   6.876191534810e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  522.00   1.444591500411e+06   9.431226329945e-04   6.882515723850e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  523.00   1.447889564996e+06   9.431226329945e-04   6.888827809180e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  524.00   1.451187629581e+06   9.431226329945e-04   6.895127837040e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  525.00   1.454485694165e+06   9.431226329945e-04   6.901415853408e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  526.00   1.457783758750e+06   9.431226329945e-04   6.907691903998e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  527.00   1.461081823335e+06   9.431226329945e-04   6.913956034263e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  528.00   1.464379887920e+06   9.431226329945e-04   6.920208289400e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  529.00   1.467677952505e+06   9.431226329945e-04   6.926448714348e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  530.00   1.470976017090e+06   9.431226329945e-04   6.932677353791e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  531.00   1.474274081674e+06   9.431226329945e-04   6.938894252160e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  532.00   1.477572146259e+06   9.431226329945e-04   6.945099453636e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  533.00   1.480870210844e+06   9.431226329945e-04   6.951293002153e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  534.00   1.484168275429e+06   9.431226329945e-04   6.957474941393e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  535.00   1.487466340014e+06   9.431226329945e-04   6.963645314798e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  536.00   1.490764404599e+06   9.431226329945e-04   6.969804165563e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  537.00   1.494062469183e+06   9.431226329945e-04   6.975951536644e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  538.00   1.497360533768e+06   9.431226329945e-04   6.982087470755e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  539.00   1.500658598353e+06   9.431226329945e-04   6.988212010374e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  540.00   1.503956662938e+06   9.431226329945e-04   6.994325197742e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  541.00   1.507254727523e+06   9.431226329945e-04   7.000427074865e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  542.00   1.510552792107e+06   9.431226329945e-04   7.006517683516e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  543.00   1.513850856692e+06   9.431226329945e-04   7.012597065239e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  544.00   1.517148921277e+06   9.431226329945e-04   7.018665261348e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  545.00   1.520446985862e+06   9.431226329945e-04   7.024722312927e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  546.00   1.523745050447e+06   9.431226329945e-04   7.030768260837e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  547.00   1.527043115032e+06   9.431226329945e-04   7.036803145713e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  548.00   1.530341179616e+06   9.431226329945e-04   7.042827007968e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  549.00   1.533639244201e+06   9.431226329945e-04   7.048839887795e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
  550.00   1.536937308786e+06   9.431226329945e-04   7.054841825165e+03   3.298064584831e+03   3.798298933476e-01   2.492875446558e-03   2.164564814061e+01
