%   T[K]              h[J/kg]             v[m3/kg]          s[J/(kg.K)]           Cp[J/kg/K]             k[W/m.K]             mu[Pa.s]                Pr[-]
   73.00   5.428972644700e+03   1.932367149758e-04   8.932491424706e+01   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   74.00   5.665014933600e+03   1.932367149758e-04   9.253637395998e+01   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   75.00   5.901057222500e+03   1.932367149758e-04   9.570472683112e+01   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   76.00   6.137099511400e+03   1.932367149758e-04   9.883111476357e+01   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   77.00   6.373141800300e+03   1.932367149758e-04   1.019166348799e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   78.00   6.609184089200e+03   1.932367149758e-04   1.049623418335e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   79.00   6.845226378100e+03   1.932367149758e-04   1.079692499723e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   80.00   7.081268667000e+03   1.932367149758e-04   1.109383353673e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   81.00   7.317310955900e+03   1.932367149758e-04   1.138705377139e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   82.00   7.553353244800e+03   1.932367149758e-04   1.167667621175e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   83.00   7.789395533700e+03   1.932367149758e-04   1.196278807709e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   84.00   8.025437822600e+03   1.932367149758e-04   1.224547345302e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   85.00   8.261480111500e+03   1.932367149758e-04   1.252481343988e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   86.00   8.497522400400e+03   1.932367149758e-04   1.280088629239e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   87.00   8.733564689300e+03   1.932367149758e-04   1.307376755124e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   88.00   8.969606978200e+03   1.932367149758e-04   1.334353016712e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   89.00   9.205649267100e+03   1.932367149758e-04   1.361024461786e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   90.00   9.441691556000e+03   1.932367149758e-04   1.387397901886e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   91.00   9.677733844900e+03   1.932367149758e-04   1.413479922759e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   92.00   9.913776133800e+03   1.932367149758e-04   1.439276894224e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   93.00   1.014981842270e+04   1.932367149758e-04   1.464794979510e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   94.00   1.038586071160e+04   1.932367149758e-04   1.490040144099e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   95.00   1.062190300050e+04   1.932367149758e-04   1.515018164088e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   96.00   1.085794528940e+04   1.932367149758e-04   1.539734634130e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   97.00   1.109398757830e+04   1.932367149758e-04   1.564194974949e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   98.00   1.133002986720e+04   1.932367149758e-04   1.588404440477e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   99.00   1.156607215610e+04   1.932367149758e-04   1.612368124629e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  100.00   1.180211444500e+04   1.932367149758e-04   1.636090967735e+02   2.360422889000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  101.00   1.204037386541e+04   1.932367149758e-04   1.659798372750e+02   2.404765519100e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  102.00   1.228306754882e+04   1.932367149758e-04   1.683709080476e+02   2.449108149200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  103.00   1.253019549525e+04   1.932367149758e-04   1.707819124029e+02   2.493450779300e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  104.00   1.278175770468e+04   1.932367149758e-04   1.732124651511e+02   2.537793409400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  105.00   1.303775417713e+04   1.932367149758e-04   1.756621921601e+02   2.582136039500e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  106.00   1.329818491258e+04   1.932367149758e-04   1.781307299370e+02   2.626478669600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  107.00   1.356304991105e+04   1.932367149758e-04   1.806177252277e+02   2.670821299700e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  108.00   1.383234917252e+04   1.932367149758e-04   1.831228346368e+02   2.715163929800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  109.00   1.410608269701e+04   1.932367149758e-04   1.856457242634e+02   2.759506559900e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  110.00   1.438425048450e+04   1.932367149758e-04   1.881860693546e+02   2.803849190000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  111.00   1.466621784272e+04   1.932367149758e-04   1.907378101530e+02   2.835497974300e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  112.00   1.495135007936e+04   1.932367149758e-04   1.932950499435e+02   2.867146758600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  113.00   1.523964719444e+04   1.932367149758e-04   1.958576909664e+02   2.898795542900e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  114.00   1.553110918794e+04   1.932367149758e-04   1.984256380457e+02   2.930444327200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  115.00   1.582573605988e+04   1.932367149758e-04   2.009987984993e+02   2.962093111500e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  116.00   1.612352781024e+04   1.932367149758e-04   2.035770820523e+02   2.993741895800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  117.00   1.642448443904e+04   1.932367149758e-04   2.061604007544e+02   3.025390680100e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  118.00   1.672860594626e+04   1.932367149758e-04   2.087486689010e+02   3.057039464400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  119.00   1.703589233192e+04   1.932367149758e-04   2.113418029571e+02   3.088688248700e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  120.00   1.734634359600e+04   1.932367149758e-04   2.139397214850e+02   3.120337033000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  121.00   1.765995973852e+04   1.932367149758e-04   2.165423450744e+02   3.151985817300e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  122.00   1.797674075946e+04   1.932367149758e-04   2.191495962756e+02   3.183634601600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  123.00   1.829668665884e+04   1.932367149758e-04   2.217613995358e+02   3.215283385900e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  124.00   1.861979743664e+04   1.932367149758e-04   2.243776811374e+02   3.246932170200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  125.00   1.894607309288e+04   1.932367149758e-04   2.269983691393e+02   3.278580954500e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  126.00   1.927551362754e+04   1.932367149758e-04   2.296233933199e+02   3.310229738800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  127.00   1.960811904064e+04   1.932367149758e-04   2.322526851230e+02   3.341878523100e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  128.00   1.994388933216e+04   1.932367149758e-04   2.348861776056e+02   3.373527307400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  129.00   2.028282450212e+04   1.932367149758e-04   2.375238053873e+02   3.405176091700e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  130.00   2.062492455050e+04   1.932367149758e-04   2.401655046027e+02   3.436824876000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  131.00   2.096995321819e+04   1.932367149758e-04   2.428094024394e+02   3.463748477800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  132.00   2.131767424606e+04   1.932367149758e-04   2.454536688110e+02   3.490672079600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  133.00   2.166808763411e+04   1.932367149758e-04   2.480982981548e+02   3.517595681400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  134.00   2.202119338234e+04   1.932367149758e-04   2.507432850329e+02   3.544519283200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  135.00   2.237699149075e+04   1.932367149758e-04   2.533886241289e+02   3.571442885000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  136.00   2.273548195934e+04   1.932367149758e-04   2.560343102439e+02   3.598366486800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  137.00   2.309666478811e+04   1.932367149758e-04   2.586803382935e+02   3.625290088600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  138.00   2.346053997706e+04   1.932367149758e-04   2.613267033041e+02   3.652213690400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  139.00   2.382710752619e+04   1.932367149758e-04   2.639734004097e+02   3.679137292200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  140.00   2.419636743550e+04   1.932367149758e-04   2.666204248492e+02   3.706060894000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  141.00   2.456822032257e+04   1.932367149758e-04   2.692670646148e+02   3.730996847400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  142.00   2.494256680498e+04   1.932367149758e-04   2.719126227944e+02   3.755932800800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  143.00   2.531940688273e+04   1.932367149758e-04   2.745571145681e+02   3.780868754200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  144.00   2.569874055582e+04   1.932367149758e-04   2.772005547987e+02   3.805804707600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  145.00   2.608056782425e+04   1.932367149758e-04   2.798429580404e+02   3.830740661000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  146.00   2.646488868802e+04   1.932367149758e-04   2.824843385474e+02   3.855676614400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  147.00   2.685170314713e+04   1.932367149758e-04   2.851247102820e+02   3.880612567800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  148.00   2.724101120158e+04   1.932367149758e-04   2.877640869223e+02   3.905548521200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  149.00   2.763281285137e+04   1.932367149758e-04   2.904024818704e+02   3.930484474600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  150.00   2.802710809650e+04   1.932367149758e-04   2.930399082592e+02   3.955420428000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  151.00   2.842384272837e+04   1.932367149758e-04   2.956760187700e+02   3.979272209400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  152.00   2.882296253838e+04   1.932367149758e-04   2.983104729615e+02   4.003123990800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  153.00   2.922446752653e+04   1.932367149758e-04   3.009432925559e+02   4.026975772200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  154.00   2.962835769282e+04   1.932367149758e-04   3.035744988509e+02   4.050827553600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  155.00   3.003463303725e+04   1.932367149758e-04   3.062041127307e+02   4.074679335000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  156.00   3.044329355982e+04   1.932367149758e-04   3.088321546765e+02   4.098531116400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  157.00   3.085433926053e+04   1.932367149758e-04   3.114586447769e+02   4.122382897800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  158.00   3.126777013938e+04   1.932367149758e-04   3.140836027379e+02   4.146234679200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  159.00   3.168358619637e+04   1.932367149758e-04   3.167070478924e+02   4.170086460600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  160.00   3.210178743150e+04   1.932367149758e-04   3.193289992098e+02   4.193938242000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  161.00   3.252231963618e+04   1.932367149758e-04   3.219491375567e+02   4.216705851600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  162.00   3.294512860182e+04   1.932367149758e-04   3.245671497279e+02   4.239473461200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  163.00   3.337021432842e+04   1.932367149758e-04   3.271830618916e+02   4.262241070800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  164.00   3.379757681598e+04   1.932367149758e-04   3.297968997360e+02   4.285008680400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  165.00   3.422721606450e+04   1.932367149758e-04   3.324086884808e+02   4.307776290000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  166.00   3.465913207398e+04   1.932367149758e-04   3.350184528885e+02   4.330543899600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  167.00   3.509332484442e+04   1.932367149758e-04   3.376262172755e+02   4.353311509200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  168.00   3.552979437582e+04   1.932367149758e-04   3.402320055227e+02   4.376079118800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  169.00   3.596854066818e+04   1.932367149758e-04   3.428358410857e+02   4.398846728400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  170.00   3.640956372150e+04   1.932367149758e-04   3.454377470050e+02   4.421614338000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  171.00   3.685280029242e+04   1.932367149758e-04   3.480373749869e+02   4.443117080400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  172.00   3.729818713758e+04   1.932367149758e-04   3.506343828304e+02   4.464619822800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  173.00   3.774572425698e+04   1.932367149758e-04   3.532288009139e+02   4.486122565200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  174.00   3.819541165062e+04   1.932367149758e-04   3.558206590905e+02   4.507625307600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  175.00   3.864724931850e+04   1.932367149758e-04   3.584099867001e+02   4.529128050000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  176.00   3.910123726062e+04   1.932367149758e-04   3.609968125811e+02   4.550630792400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  177.00   3.955737547698e+04   1.932367149758e-04   3.635811650817e+02   4.572133534800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  178.00   4.001566396758e+04   1.932367149758e-04   3.661630720710e+02   4.593636277200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  179.00   4.047610273242e+04   1.932367149758e-04   3.687425609497e+02   4.615139019600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  180.00   4.093869177150e+04   1.932367149758e-04   3.713196586604e+02   4.636641762000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  181.00   4.140338591099e+04   1.932367149758e-04   3.738941414277e+02   4.657241027800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  182.00   4.187013997706e+04   1.932367149758e-04   3.764657891746e+02   4.677840293600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  183.00   4.233895396971e+04   1.932367149758e-04   3.790346329700e+02   4.698439559400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  184.00   4.280982788894e+04   1.932367149758e-04   3.816007033745e+02   4.719038825200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  185.00   4.328276173475e+04   1.932367149758e-04   3.841640304521e+02   4.739638091000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  186.00   4.375775550714e+04   1.932367149758e-04   3.867246437803e+02   4.760237356800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  187.00   4.423480920611e+04   1.932367149758e-04   3.892825724611e+02   4.780836622600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  188.00   4.471392283166e+04   1.932367149758e-04   3.918378451307e+02   4.801435888400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  189.00   4.519509638379e+04   1.932367149758e-04   3.943904899696e+02   4.822035154200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  190.00   4.567832986250e+04   1.932367149758e-04   3.969405347121e+02   4.842634420000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  191.00   4.616356002443e+04   1.932367149758e-04   3.994876746698e+02   4.861968818600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  192.00   4.665072362622e+04   1.932367149758e-04   4.020316099272e+02   4.881303217200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  193.00   4.713982066787e+04   1.932367149758e-04   4.045723737799e+02   4.900637615800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  194.00   4.763085114938e+04   1.932367149758e-04   4.071099990073e+02   4.919972014400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  195.00   4.812381507075e+04   1.932367149758e-04   4.096445178833e+02   4.939306413000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  196.00   4.861871243198e+04   1.932367149758e-04   4.121759621862e+02   4.958640811600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  197.00   4.911554323307e+04   1.932367149758e-04   4.147043632096e+02   4.977975210200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  198.00   4.961430747402e+04   1.932367149758e-04   4.172297517714e+02   4.997309608800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  199.00   5.011500515483e+04   1.932367149758e-04   4.197521582238e+02   5.016644007400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  200.00   5.061763627550e+04   1.932367149758e-04   4.222716124628e+02   5.035978406000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  201.00   5.112216469697e+04   1.932367149758e-04   4.247879636920e+02   5.054590023400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  202.00   5.162855428018e+04   1.932367149758e-04   4.273010633606e+02   5.073201640800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  203.00   5.213680502513e+04   1.932367149758e-04   4.298109435826e+02   5.091813258200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  204.00   5.264691693182e+04   1.932367149758e-04   4.323176359987e+02   5.110424875600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  205.00   5.315889000025e+04   1.932367149758e-04   4.348211717857e+02   5.129036493000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  206.00   5.367272423042e+04   1.932367149758e-04   4.373215816648e+02   5.147648110400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  207.00   5.418841962233e+04   1.932367149758e-04   4.398188959114e+02   5.166259727800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  208.00   5.470597617598e+04   1.932367149758e-04   4.423131443627e+02   5.184871345200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  209.00   5.522539389137e+04   1.932367149758e-04   4.448043564269e+02   5.203482962600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  210.00   5.574667276850e+04   1.932367149758e-04   4.472925610910e+02   5.222094580000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  211.00   5.626974956401e+04   1.932367149758e-04   4.497774864854e+02   5.239441330200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  212.00   5.679456103454e+04   1.932367149758e-04   4.522588645966e+02   5.256788080400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  213.00   5.732110718009e+04   1.932367149758e-04   4.547367288110e+02   5.274134830600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  214.00   5.784938800066e+04   1.932367149758e-04   4.572111120455e+02   5.291481580800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  215.00   5.837940349625e+04   1.932367149758e-04   4.596820467569e+02   5.308828331000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  216.00   5.891115366686e+04   1.932367149758e-04   4.621495649500e+02   5.326175081200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  217.00   5.944463851249e+04   1.932367149758e-04   4.646136981861e+02   5.343521831400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  218.00   5.997985803314e+04   1.932367149758e-04   4.670744775914e+02   5.360868581600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  219.00   6.051681222881e+04   1.932367149758e-04   4.695319338645e+02   5.378215331800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  220.00   6.105550109950e+04   1.932367149758e-04   4.719860972845e+02   5.395562082000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  221.00   6.159588850615e+04   1.932367149758e-04   4.744368338226e+02   5.412186050900e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  222.00   6.213793830968e+04   1.932367149758e-04   4.768840112652e+02   5.428810019800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  223.00   6.268165051011e+04   1.932367149758e-04   4.793276616042e+02   5.445433988700e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  224.00   6.322702510742e+04   1.932367149758e-04   4.817678164020e+02   5.462057957600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  225.00   6.377406210163e+04   1.932367149758e-04   4.842045067993e+02   5.478681926500e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  226.00   6.432276149272e+04   1.932367149758e-04   4.866377635226e+02   5.495305895400e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  227.00   6.487312328071e+04   1.932367149758e-04   4.890676168912e+02   5.511929864300e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  228.00   6.542514746558e+04   1.932367149758e-04   4.914940968247e+02   5.528553833200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  229.00   6.597883404735e+04   1.932367149758e-04   4.939172328499e+02   5.545177802100e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  230.00   6.653418302600e+04   1.932367149758e-04   4.963370541077e+02   5.561801771000e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  231.00   6.709115826248e+04   1.932367149758e-04   4.987534325740e+02   5.577702958600e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  232.00   6.764972361772e+04   1.932367149758e-04   5.011662418839e+02   5.593604146200e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  233.00   6.820987909172e+04   1.932367149758e-04   5.035755127398e+02   5.609505333800e+02   5.000000000000e+00   0.000000000000e+00   0.000000000000e+00
