%   T[K]              h[J/kg]           rho[m3/kg]          s[J/(kg.K)]           Cp[J/kg/K]             k[W/m.K]             mu[Pa.s]                Pr[-]        Q[-]
   71.00   3.813080250000e+04   8.747975000000e+02   6.366908385327e+02   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   72.00   3.994655500000e+04   8.747975000000e+02   6.620859783928e+02   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   73.00   4.176230750000e+04   8.747975000000e+02   6.871308404618e+02   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   74.00   4.357806000000e+04   8.747975000000e+02   7.118349561080e+02   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   75.00   4.539381250000e+04   8.747975000000e+02   7.362074728865e+02   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   76.00   4.720956500000e+04   8.747975000000e+02   7.602571748733e+02   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   77.00   4.902531750000e+04   8.747975000000e+02   7.839925016707e+02   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   78.00   5.084107000000e+04   8.747975000000e+02   8.074215661868e+02   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   79.00   5.265682250000e+04   8.747975000000e+02   8.305521712824e+02   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   80.00   5.447257500000e+04   8.747975000000e+02   8.533918253704e+02   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   81.00   5.628832750000e+04   8.747975000000e+02   8.759477570474e+02   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   82.00   5.810408000000e+04   8.747975000000e+02   8.982269288266e+02   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   83.00   5.991983250000e+04   8.747975000000e+02   9.202360500387e+02   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   84.00   6.173558500000e+04   8.747975000000e+02   9.419815889608e+02   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   85.00   6.355133750000e+04   8.747975000000e+02   9.634697842271e+02   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   86.00   6.536709000000e+04   8.747975000000e+02   9.847066555721e+02   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   87.00   6.718284250000e+04   8.747975000000e+02   1.005698013954e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   88.00   6.899859500000e+04   8.747975000000e+02   1.026449471097e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   89.00   7.081434750000e+04   8.747975000000e+02   1.046966448498e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   90.00   7.263010000000e+04   8.747975000000e+02   1.067254185928e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   91.00   7.444585250000e+04   8.747975000000e+02   1.087317749464e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   92.00   7.626160500000e+04   8.747975000000e+02   1.107162039081e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   93.00   7.807735750000e+04   8.747975000000e+02   1.126791795838e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   94.00   7.989311000000e+04   8.747975000000e+02   1.146211608672e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   95.00   8.170886250000e+04   8.747975000000e+02   1.165425920841e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   96.00   8.352461500000e+04   8.747975000000e+02   1.184439036025e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   97.00   8.534036750000e+04   8.747975000000e+02   1.203255124108e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   98.00   8.715612000000e+04   8.747975000000e+02   1.221878226672e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
   99.00   8.897187250000e+04   8.747975000000e+02   1.240312262205e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  100.00   9.078762500000e+04   8.747975000000e+02   1.258561031049e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  101.00   9.260337750000e+04   8.747975000000e+02   1.276628220104e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  102.00   9.441913000000e+04   8.747975000000e+02   1.294517407296e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  103.00   9.623488250000e+04   8.747975000000e+02   1.312232065832e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  104.00   9.805063500000e+04   8.747975000000e+02   1.329775568248e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  105.00   9.986638750000e+04   8.747975000000e+02   1.347151190257e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  106.00   1.016821400000e+05   8.747975000000e+02   1.364362114428e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  107.00   1.034978925000e+05   8.747975000000e+02   1.381411433677e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  108.00   1.053136450000e+05   8.747975000000e+02   1.398302154607e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  109.00   1.071293975000e+05   8.747975000000e+02   1.415037200690e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  110.00   1.089451500000e+05   8.747975000000e+02   1.431619415302e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  111.00   1.107609025000e+05   8.747975000000e+02   1.448051564623e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  112.00   1.125766550000e+05   8.747975000000e+02   1.464336340408e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  113.00   1.143924075000e+05   8.747975000000e+02   1.480476362630e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  114.00   1.162081600000e+05   8.747975000000e+02   1.496474182013e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  115.00   1.180239125000e+05   8.747975000000e+02   1.512332282450e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  116.00   1.198396650000e+05   8.747975000000e+02   1.528053083316e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  117.00   1.216554175000e+05   8.747975000000e+02   1.543638941685e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  118.00   1.234711700000e+05   8.747975000000e+02   1.559092154451e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  119.00   1.252869225000e+05   8.747975000000e+02   1.574414960358e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  120.00   1.271026750000e+05   8.747975000000e+02   1.589609541948e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  121.00   1.289184275000e+05   8.747975000000e+02   1.604678027425e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  122.00   1.307341800000e+05   8.747975000000e+02   1.619622492446e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  123.00   1.325499325000e+05   8.747975000000e+02   1.634444961834e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  124.00   1.343656850000e+05   8.747975000000e+02   1.649147411226e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  125.00   1.361814375000e+05   8.747975000000e+02   1.663731768656e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  126.00   1.379971900000e+05   8.747975000000e+02   1.678199916066e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  127.00   1.398129425000e+05   8.747975000000e+02   1.692553690770e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  128.00   1.416286950000e+05   8.747975000000e+02   1.706794886848e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  129.00   1.434444475000e+05   8.747975000000e+02   1.720925256498e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  130.00   1.452602000000e+05   8.747975000000e+02   1.734946511324e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  131.00   1.470759525000e+05   8.747975000000e+02   1.748860323585e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  132.00   1.488917050000e+05   8.747975000000e+02   1.762668327387e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  133.00   1.507074575000e+05   8.747975000000e+02   1.776372119840e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  134.00   1.525232100000e+05   8.747975000000e+02   1.789973262162e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  135.00   1.543389625000e+05   8.747975000000e+02   1.803473280750e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  136.00   1.561547150000e+05   8.747975000000e+02   1.816873668203e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  137.00   1.579704675000e+05   8.747975000000e+02   1.830175884321e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  138.00   1.597862200000e+05   8.747975000000e+02   1.843381357048e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  139.00   1.616019725000e+05   8.747975000000e+02   1.856491483402e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  140.00   1.634177250000e+05   8.747975000000e+02   1.869507630355e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  141.00   1.652334775000e+05   8.747975000000e+02   1.882431135693e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  142.00   1.670492300000e+05   8.747975000000e+02   1.895263308838e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  143.00   1.688649825000e+05   8.747975000000e+02   1.908005431645e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  144.00   1.706807350000e+05   8.747975000000e+02   1.920658759171e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  145.00   1.724964875000e+05   8.747975000000e+02   1.933224520417e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  146.00   1.743122400000e+05   8.747975000000e+02   1.945703919042e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  147.00   1.761279925000e+05   8.747975000000e+02   1.958098134059e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  148.00   1.779437450000e+05   8.747975000000e+02   1.970408320500e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  149.00   1.797594975000e+05   8.747975000000e+02   1.982635610062e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  150.00   1.815752500000e+05   8.747975000000e+02   1.994781111735e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  151.00   1.833910025000e+05   8.747975000000e+02   2.006845912399e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  152.00   1.852067550000e+05   8.747975000000e+02   2.018831077416e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  153.00   1.870225075000e+05   8.747975000000e+02   2.030737651186e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  154.00   1.888382600000e+05   8.747975000000e+02   2.042566657701e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  155.00   1.906540125000e+05   8.747975000000e+02   2.054319101066e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  156.00   1.924697650000e+05   8.747975000000e+02   2.065995966018e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  157.00   1.942855175000e+05   8.747975000000e+02   2.077598218414e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  158.00   1.961012700000e+05   8.747975000000e+02   2.089126805716e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  159.00   1.979170225000e+05   8.747975000000e+02   2.100582657451e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  160.00   1.997327750000e+05   8.747975000000e+02   2.111966685664e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  161.00   2.015485275000e+05   8.747975000000e+02   2.123279785353e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  162.00   2.033642800000e+05   8.747975000000e+02   2.134522834888e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  163.00   2.051800325000e+05   8.747975000000e+02   2.145696696427e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  164.00   2.069957850000e+05   8.747975000000e+02   2.156802216304e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  165.00   2.088115375000e+05   8.747975000000e+02   2.167840225423e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  166.00   2.106272900000e+05   8.747975000000e+02   2.178811539622e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  167.00   2.124430425000e+05   8.747975000000e+02   2.189716960043e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  168.00   2.142587950000e+05   8.747975000000e+02   2.200557273475e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  169.00   2.160745475000e+05   8.747975000000e+02   2.211333252704e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  170.00   2.178903000000e+05   8.747975000000e+02   2.222045656834e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  171.00   2.197060525000e+05   8.747975000000e+02   2.232695231614e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  172.00   2.215218050000e+05   8.747975000000e+02   2.243282709748e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  173.00   2.233375575000e+05   8.747975000000e+02   2.253808811197e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  174.00   2.251533100000e+05   8.747975000000e+02   2.264274243474e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  175.00   2.269690625000e+05   8.747975000000e+02   2.274679701927e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  176.00   2.287848150000e+05   8.747975000000e+02   2.285025870018e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  177.00   2.306005675000e+05   8.747975000000e+02   2.295313419593e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  178.00   2.324163200000e+05   8.747975000000e+02   2.305543011142e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  179.00   2.342320725000e+05   8.747975000000e+02   2.315715294055e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  180.00   2.360478250000e+05   8.747975000000e+02   2.325830906869e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  181.00   2.378635775000e+05   8.747975000000e+02   2.335890477506e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  182.00   2.396793300000e+05   8.747975000000e+02   2.345894623511e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  183.00   2.414950825000e+05   8.747975000000e+02   2.355843952278e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  184.00   2.433108350000e+05   8.747975000000e+02   2.365739061270e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  185.00   2.451265875000e+05   8.747975000000e+02   2.375580538235e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  186.00   2.469423400000e+05   8.747975000000e+02   2.385368961416e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  187.00   2.487580925000e+05   8.747975000000e+02   2.395104899753e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  188.00   2.505738450000e+05   8.747975000000e+02   2.404788913087e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  189.00   2.523895975000e+05   8.747975000000e+02   2.414421552344e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  190.00   2.542053500000e+05   8.747975000000e+02   2.424003359732e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  191.00   2.560211025000e+05   8.747975000000e+02   2.433534868918e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  192.00   2.578368550000e+05   8.747975000000e+02   2.443016605211e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  193.00   2.596526075000e+05   8.747975000000e+02   2.452449085730e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  194.00   2.614683600000e+05   8.747975000000e+02   2.461832819580e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  195.00   2.632841125000e+05   8.747975000000e+02   2.471168308012e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  196.00   2.650998650000e+05   8.747975000000e+02   2.480456044585e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  197.00   2.669156175000e+05   8.747975000000e+02   2.489696515323e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  198.00   2.687313700000e+05   8.747975000000e+02   2.498890198867e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  199.00   2.705471225000e+05   8.747975000000e+02   2.508037566625e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  200.00   2.723628750000e+05   8.747975000000e+02   2.517139082916e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  201.00   2.741786275000e+05   8.747975000000e+02   2.526195205111e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  202.00   2.759943800000e+05   8.747975000000e+02   2.535206383771e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  203.00   2.778101325000e+05   8.747975000000e+02   2.544173062783e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  204.00   2.796258850000e+05   8.747975000000e+02   2.553095679491e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  205.00   2.814416375000e+05   8.747975000000e+02   2.561974664821e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  206.00   2.832573900000e+05   8.747975000000e+02   2.570810443410e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  207.00   2.850731425000e+05   8.747975000000e+02   2.579603433724e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  208.00   2.868888950000e+05   8.747975000000e+02   2.588354048182e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  209.00   2.887046475000e+05   8.747975000000e+02   2.597062693266e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  210.00   2.905204000000e+05   8.747975000000e+02   2.605729769638e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  211.00   2.923361525000e+05   8.747975000000e+02   2.614355672251e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  212.00   2.941519050000e+05   8.747975000000e+02   2.622940790455e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  213.00   2.959676575000e+05   8.747975000000e+02   2.631485508102e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  214.00   2.977834100000e+05   8.747975000000e+02   2.639990203652e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  215.00   2.995991625000e+05   8.747975000000e+02   2.648455250272e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  216.00   3.014149150000e+05   8.747975000000e+02   2.656881015933e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  217.00   3.032306675000e+05   8.747975000000e+02   2.665267863508e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  218.00   3.050464200000e+05   8.747975000000e+02   2.673616150865e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
  219.00   3.068621725000e+05   8.747975000000e+02   2.681926230956e+03   1.815752500000e+03   1.358150000000e-01   2.363138002998e-01   3.159351865985e+03   -1.000000
